source,run,metric,tag,step,wall_time,value
tensorboard,baseline,mean_reward,rewards/train/score/mean,1008,1780937650.864148,-2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1009,1780937651.7012103,6.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1010,1780937652.151072,-1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1011,1780937652.5562031,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1012,1780937653.844531,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1013,1780937654.1963513,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1014,1780937654.702477,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1015,1780937655.904411,0.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1016,1780937656.7437007,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1017,1780937657.2804406,0.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1018,1780937657.8699613,0.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1019,1780937658.5958104,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1020,1780937660.266237,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1021,1780937661.4996107,0.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1022,1780937661.962018,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1023,1780937662.459984,1.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1024,1780937948.2315264,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1025,1780937948.770407,2.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1026,1780937949.4551723,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1027,1780937949.919046,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1028,1780937950.4158585,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1029,1780937951.0385623,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1030,1780937951.511685,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1031,1780937952.848917,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1032,1780937953.8768325,0.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1033,1780937954.2467647,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1034,1780937955.9106045,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1035,1780937956.6430874,0.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1036,1780937957.0202496,2.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1037,1780937957.6981583,4.375
tensorboard,baseline,mean_reward,rewards/train/score/mean,1038,1780937958.570645,2.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1039,1780937959.0405986,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1040,1780937960.1129365,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1041,1780937961.468312,0.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1042,1780937963.1206365,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1043,1780937963.9623072,3.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1044,1780937964.4639661,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1045,1780937965.00179,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1046,1780937965.6807938,4.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1047,1780937966.1866708,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1048,1780937966.7013988,2.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1049,1780937967.3989701,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1050,1780937967.879015,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1051,1780937968.3213673,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1052,1780937969.2253234,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1053,1780937969.9206553,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1054,1780937971.3117049,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1055,1780937971.9443555,2.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1056,1780937972.271526,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1057,1780937973.9394672,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1058,1780937974.588264,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1059,1780937975.127861,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1060,1780937975.627225,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1061,1780937976.2517078,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1062,1780937976.9543858,6.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1063,1780937977.5310729,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1064,1780937978.1273143,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1065,1780937978.660651,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1066,1780937979.1692975,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1067,1780937979.7347167,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1068,1780937980.484071,6.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1069,1780937982.060562,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1070,1780937982.551268,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1071,1780937983.3688636,7.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1072,1780937984.1803663,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1073,1780937984.7055929,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1074,1780937985.1426036,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1075,1780937985.6369376,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1076,1780937986.377756,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1077,1780937987.1069355,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1078,1780937987.527975,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1079,1780937988.0459883,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1080,1780937988.6884894,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1081,1780937989.1287663,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1082,1780937989.7673252,5.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1083,1780937990.3229501,3.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1084,1780937991.9828062,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1085,1780937994.244186,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1086,1780937995.2552204,2.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1087,1780937996.9152007,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1088,1780938302.182095,7.875
tensorboard,baseline,mean_reward,rewards/train/score/mean,1089,1780938303.8553638,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1090,1780938304.84202,1.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1091,1780938306.1835127,2.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1092,1780938306.6566782,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1093,1780938307.3306623,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1094,1780938308.0442255,5.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1095,1780938308.6206882,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1096,1780938309.221886,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1097,1780938309.901454,4.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1098,1780938310.6065416,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1099,1780938311.2128227,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1100,1780938311.6643872,6.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1101,1780938312.3504815,4.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1102,1780938313.1712902,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1103,1780938314.8374538,2.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1104,1780938315.4688814,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1105,1780938317.134569,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1106,1780938317.7626,5.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1107,1780938319.272254,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1108,1780938320.321768,4.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1109,1780938320.8638008,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1110,1780938321.541507,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1111,1780938323.204865,4.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1112,1780938323.8634017,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1113,1780938324.4275289,4.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1114,1780938325.2053704,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1115,1780938325.7801063,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1116,1780938327.4477713,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1117,1780938327.9572654,6.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1118,1780938328.8735025,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1119,1780938329.5668786,5.125
tensorboard,baseline,mean_reward,rewards/train/score/mean,1120,1780938330.343217,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1121,1780938331.1521904,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1122,1780938331.7566922,1.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1123,1780938332.4272337,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1124,1780938333.3539913,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1125,1780938335.0201938,0.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1126,1780938335.7695806,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1127,1780938336.571973,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1128,1780938337.071895,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1129,1780938338.1358953,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1130,1780938338.6491632,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1131,1780938339.1322947,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1132,1780938339.8539329,3.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1133,1780938340.3806548,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1134,1780938341.0086026,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1135,1780938341.4495664,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1136,1780938342.2000914,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1137,1780938342.964901,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1138,1780938343.5709908,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1139,1780938344.221563,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1140,1780938345.0609016,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1141,1780938345.9162164,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1142,1780938347.5831919,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1143,1780938348.2421572,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1144,1780938349.0665998,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1145,1780938349.5809464,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1146,1780938350.268693,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1147,1780938351.0970562,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1148,1780938351.6286983,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1149,1780938352.9157767,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1150,1780938354.5760806,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1151,1780938355.2633355,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1152,1780938654.735958,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1153,1780938655.2369335,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1154,1780938655.677453,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1155,1780938656.3909533,4.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1156,1780938658.0546796,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1157,1780938658.5977914,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1158,1780938659.6995711,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1159,1780938660.3282287,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1160,1780938660.8729308,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1161,1780938661.3903859,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1162,1780938662.3473265,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1163,1780938663.2933915,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1164,1780938664.0125597,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1165,1780938664.7935393,5.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1166,1780938665.4706337,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1167,1780938667.1406715,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1168,1780938667.710666,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1169,1780938668.4037235,3.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1170,1780938669.4771569,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1171,1780938670.1941981,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1172,1780938670.8338165,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1173,1780938671.431552,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1174,1780938672.020066,3.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1175,1780938672.5876095,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1176,1780938673.1133244,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1177,1780938673.727816,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1178,1780938674.3395941,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1179,1780938675.2504072,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1180,1780938675.9707685,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1181,1780938676.6072783,7.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1182,1780938677.1514587,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1183,1780938678.385152,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1184,1780938679.0797117,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1185,1780938679.55714,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1186,1780938680.1287048,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1187,1780938681.1479082,4.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1188,1780938682.6848168,3.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1189,1780938683.439267,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1190,1780938684.734807,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1191,1780938685.253446,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1192,1780938686.8899665,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1193,1780938687.3067577,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1194,1780938687.9145894,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1195,1780938688.6149957,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1196,1780938688.9983742,4.375
tensorboard,baseline,mean_reward,rewards/train/score/mean,1197,1780938689.7529807,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1198,1780938691.2274082,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1199,1780938691.9275353,6.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1200,1780938692.6870005,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1201,1780938693.6550012,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1202,1780938694.1812372,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1203,1780938694.812784,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1204,1780938695.2528453,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1205,1780938695.8410113,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1206,1780938696.8482816,7.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1207,1780938697.2180662,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1208,1780938697.9072757,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1209,1780938698.630895,7.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1210,1780938699.661333,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1211,1780938700.1985276,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1212,1780938700.943903,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1213,1780938701.574765,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1214,1780938702.1185884,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1215,1780938703.3666723,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1216,1780938990.272322,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1217,1780938990.7302868,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1218,1780938991.2528882,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1219,1780938992.045446,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1220,1780938992.5897033,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1221,1780938993.2010887,1.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1222,1780938993.7252214,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1223,1780938994.3462155,4.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1224,1780938995.1986003,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1225,1780938996.1108341,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1226,1780938996.5716019,10.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1227,1780938998.010988,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1228,1780938998.561997,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1229,1780938999.1219468,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1230,1780938999.8023634,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1231,1780939000.4158757,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1232,1780939000.9215608,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1233,1780939001.4937193,0.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1234,1780939001.9236245,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1235,1780939002.4325507,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1236,1780939003.9506972,4.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1237,1780939004.4855082,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1238,1780939005.1645906,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1239,1780939005.8819306,7.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1240,1780939006.7012944,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1241,1780939007.480783,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1242,1780939007.8619814,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1243,1780939009.397045,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1244,1780939010.221046,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1245,1780939010.8737934,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1246,1780939012.5425186,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1247,1780939013.4589787,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1248,1780939015.1262715,0.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1249,1780939015.7215433,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1250,1780939016.64935,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1251,1780939017.3971963,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1252,1780939017.952906,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1253,1780939018.5436883,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1254,1780939019.1177428,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1255,1780939019.5649452,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1256,1780939020.1672425,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1257,1780939021.3623025,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1258,1780939022.0566418,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1259,1780939022.722661,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1260,1780939023.2317035,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1261,1780939024.9003386,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1262,1780939025.699286,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1263,1780939026.157036,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1264,1780939026.7240098,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1265,1780939027.3019593,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1266,1780939028.7791777,2.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1267,1780939030.441459,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1268,1780939031.0919158,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1269,1780939031.5438626,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1270,1780939032.0184164,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1271,1780939032.4785552,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1272,1780939033.118996,3.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1273,1780939033.8299105,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1274,1780939034.384944,4.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1275,1780939034.866543,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1276,1780939035.9722898,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1277,1780939036.4771876,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1278,1780939036.9159057,1.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1279,1780939037.462767,4.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1280,1780939284.7380362,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1281,1780939285.3753662,3.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1282,1780939285.8172867,3.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1283,1780939286.3120964,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1284,1780939286.9946117,1.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1285,1780939287.5084047,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1286,1780939287.9098716,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1287,1780939288.3145561,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1288,1780939289.9796765,1.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1289,1780939290.527666,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1290,1780939291.0634694,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1291,1780939291.551578,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1292,1780939292.335266,7.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1293,1780939293.0602164,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1294,1780939293.6936164,7.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1295,1780939294.333506,2.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1296,1780939294.8068824,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1297,1780939295.5416274,3.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1298,1780939296.4672134,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1299,1780939297.800904,5.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1300,1780939298.4075847,5.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1301,1780939299.0522375,3.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1302,1780939299.7718244,5.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1303,1780939300.4412262,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1304,1780939302.101883,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1305,1780939302.6324272,6.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1306,1780939303.3550339,4.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1307,1780939303.881955,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1308,1780939304.6327996,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1309,1780939305.274663,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1310,1780939306.187028,-0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1311,1780939306.6743424,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1312,1780939307.1479347,3.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1313,1780939308.8137105,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1314,1780939309.3003147,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1315,1780939309.8144124,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1316,1780939310.4058414,1.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1317,1780939311.1895616,1.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1318,1780939311.8631363,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1319,1780939312.481497,2.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1320,1780939313.270368,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1321,1780939313.8877022,3.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1322,1780939314.5607984,3.125
tensorboard,baseline,mean_reward,rewards/train/score/mean,1323,1780939315.1515877,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1324,1780939315.6288307,1.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1325,1780939316.2840693,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1326,1780939316.832893,-0.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1327,1780939317.3540022,3.0
tensorboard,baseline,mean_reward,rewards/train/score/mean,1328,1780939317.881497,5.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1329,1780939319.3347418,3.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1330,1780939319.9471014,5.25
tensorboard,baseline,mean_reward,rewards/train/score/mean,1331,1780939321.614866,0.5
tensorboard,baseline,mean_reward,rewards/train/score/mean,1332,1780939322.189382,5.75
tensorboard,baseline,mean_reward,rewards/train/score/mean,1333,1780939323.1460247,4.75
