run,metric,step,value
course-baseline-001,train score mean,1020,2.0
course-baseline-001,train score mean,1021,0.75
course-baseline-001,train score mean,1022,1.5
course-baseline-001,train score mean,1023,1.75
course-baseline-001,train score mean,1024,2.0
course-baseline-001,train score mean,1025,2.5
course-baseline-001,train score mean,1026,3.0
course-baseline-001,train score mean,1027,3.0
course-baseline-001,train score mean,1028,2.25
course-baseline-001,train score mean,1029,3.0
course-baseline-001,train score mean,1030,3.0
course-baseline-001,train score mean,1031,1.25
course-baseline-001,train score mean,1032,0.75
course-baseline-001,train score mean,1033,2.25
course-baseline-001,train score mean,1034,0.5
course-baseline-001,train score mean,1035,0.0
course-baseline-001,train score mean,1036,2.5
course-baseline-001,train score mean,1037,4.375
course-baseline-001,train score mean,1038,2.5
course-baseline-001,train score mean,1039,3.0
course-baseline-001,train score mean,1040,10.0
course-baseline-001,train score mean,1041,0.0
course-baseline-001,train score mean,1042,0.5
course-baseline-001,train score mean,1043,3.75
course-baseline-001,train score mean,1044,1.5
course-baseline-001,train score mean,1045,0.5
course-baseline-001,train score mean,1046,4.5
course-baseline-001,train score mean,1047,3.0
course-baseline-001,train score mean,1048,2.5
course-baseline-001,train score mean,1049,0.5
course-baseline-001,train score mean,1050,0.5
course-baseline-001,train score mean,1051,3.0
course-baseline-001,train score mean,1052,1.5
course-baseline-001,train score mean,1053,2.25
course-baseline-001,train score mean,1054,2.0
course-baseline-001,train score mean,1055,2.5
course-baseline-001,train score mean,1056,3.0
course-baseline-001,train score mean,1057,0.5
course-baseline-001,train score mean,1058,1.0
course-baseline-001,train score mean,1059,1.5
course-baseline-001,train score mean,1060,3.0
course-baseline-001,train score mean,1061,2.25
course-baseline-001,train score mean,1062,6.5
course-baseline-001,train score mean,1063,1.0
course-baseline-001,train score mean,1064,1.0
course-baseline-001,train score mean,1065,1.5
course-baseline-001,train score mean,1066,1.5
course-baseline-001,train score mean,1067,1.0
course-baseline-001,train score mean,1068,6.5
course-baseline-001,train score mean,1069,2.0
course-baseline-001,train score mean,1070,1.5
course-baseline-001,train score mean,1071,7.5
course-baseline-001,train score mean,1072,2.0
course-baseline-001,train score mean,1073,2.25
course-baseline-001,train score mean,1074,3.0
course-baseline-001,train score mean,1075,3.0
course-baseline-001,train score mean,1076,10.0
course-baseline-001,train score mean,1077,2.25
course-baseline-001,train score mean,1078,3.0
course-baseline-001,train score mean,1079,3.0
course-baseline-001,train score mean,1080,1.5
course-baseline-001,train score mean,1081,1.5
course-baseline-001,train score mean,1082,5.75
course-baseline-001,train score mean,1083,3.75
course-baseline-001,train score mean,1084,-0.5
course-baseline-001,train score mean,1085,0.5
course-baseline-001,train score mean,1086,2.5
course-baseline-001,train score mean,1087,-0.5
course-baseline-001,train score mean,1088,7.875
course-baseline-001,train score mean,1089,-0.5
course-baseline-001,train score mean,1090,1.75
course-baseline-001,train score mean,1091,2.75
course-baseline-001,train score mean,1092,3.0
course-baseline-001,train score mean,1093,2.0
course-baseline-001,train score mean,1094,5.25
course-baseline-001,train score mean,1095,10.0
course-baseline-001,train score mean,1096,10.0
course-baseline-001,train score mean,1097,4.75
course-baseline-001,train score mean,1098,2.25
course-baseline-001,train score mean,1099,3.0
course-baseline-001,train score mean,1100,6.5
course-baseline-001,train score mean,1101,4.75
course-baseline-001,train score mean,1102,10.0
course-baseline-001,train score mean,1103,2.75
course-baseline-001,train score mean,1104,2.0
course-baseline-001,train score mean,1105,2.0
course-baseline-001,train score mean,1106,5.75
course-baseline-001,train score mean,1107,-0.5
course-baseline-001,train score mean,1108,4.5
course-baseline-001,train score mean,1109,10.0
course-baseline-001,train score mean,1110,10.0
course-baseline-001,train score mean,1111,4.75
course-baseline-001,train score mean,1112,2.0
course-baseline-001,train score mean,1113,4.5
course-baseline-001,train score mean,1114,10.0
course-baseline-001,train score mean,1115,1.5
course-baseline-001,train score mean,1116,2.0
course-baseline-001,train score mean,1117,6.5
course-baseline-001,train score mean,1118,3.0
course-baseline-001,train score mean,1119,5.125
course-baseline-001,train score mean,1120,1.5
course-baseline-001,train score mean,1121,1.0
course-baseline-001,train score mean,1122,1.75
course-baseline-001,train score mean,1123,3.0
course-baseline-001,train score mean,1124,1.5
course-baseline-001,train score mean,1125,0.0
course-baseline-001,train score mean,1126,1.25
course-baseline-001,train score mean,1127,1.0
course-baseline-001,train score mean,1128,3.0
course-baseline-001,train score mean,1129,10.0
course-baseline-001,train score mean,1130,3.0
course-baseline-001,train score mean,1131,3.0
course-baseline-001,train score mean,1132,3.25
course-baseline-001,train score mean,1133,2.25
course-baseline-001,train score mean,1134,1.5
course-baseline-001,train score mean,1135,1.5
course-baseline-001,train score mean,1136,3.0
course-baseline-001,train score mean,1137,1.5
course-baseline-001,train score mean,1138,1.5
course-baseline-001,train score mean,1139,2.25
course-baseline-001,train score mean,1140,3.0
course-baseline-001,train score mean,1141,3.0
course-baseline-001,train score mean,1142,0.5
course-baseline-001,train score mean,1143,2.25
course-baseline-001,train score mean,1144,2.25
course-baseline-001,train score mean,1145,2.25
course-baseline-001,train score mean,1146,2.25
course-baseline-001,train score mean,1147,1.5
course-baseline-001,train score mean,1148,2.25
course-baseline-001,train score mean,1149,3.0
course-baseline-001,train score mean,1150,-0.5
course-baseline-001,train score mean,1151,2.25
course-baseline-001,train score mean,1152,3.0
course-baseline-001,train score mean,1153,1.5
course-baseline-001,train score mean,1154,3.0
course-baseline-001,train score mean,1155,4.5
course-baseline-001,train score mean,1156,-0.5
course-baseline-001,train score mean,1157,3.0
course-baseline-001,train score mean,1158,0.5
course-baseline-001,train score mean,1159,1.25
course-baseline-001,train score mean,1160,3.0
course-baseline-001,train score mean,1161,1.5
course-baseline-001,train score mean,1162,3.0
course-baseline-001,train score mean,1163,2.25
course-baseline-001,train score mean,1164,1.5
course-baseline-001,train score mean,1165,5.75
course-baseline-001,train score mean,1166,2.25
course-baseline-001,train score mean,1167,2.0
course-baseline-001,train score mean,1168,1.5
course-baseline-001,train score mean,1169,3.25
course-baseline-001,train score mean,1170,0.5
course-baseline-001,train score mean,1171,1.5
course-baseline-001,train score mean,1172,0.5
course-baseline-001,train score mean,1173,3.0
course-baseline-001,train score mean,1174,3.25
course-baseline-001,train score mean,1175,3.0
course-baseline-001,train score mean,1176,1.5
course-baseline-001,train score mean,1177,-0.5
course-baseline-001,train score mean,1178,-0.5
course-baseline-001,train score mean,1179,0.5
course-baseline-001,train score mean,1180,1.25
course-baseline-001,train score mean,1181,7.5
course-baseline-001,train score mean,1182,1.5
course-baseline-001,train score mean,1183,1.0
course-baseline-001,train score mean,1184,1.5
course-baseline-001,train score mean,1185,3.0
course-baseline-001,train score mean,1186,3.0
course-baseline-001,train score mean,1187,4.5
course-baseline-001,train score mean,1188,3.75
course-baseline-001,train score mean,1189,1.5
course-baseline-001,train score mean,1190,3.0
course-baseline-001,train score mean,1191,1.0
course-baseline-001,train score mean,1192,0.5
course-baseline-001,train score mean,1193,2.25
course-baseline-001,train score mean,1194,1.5
course-baseline-001,train score mean,1195,1.5
course-baseline-001,train score mean,1196,4.375
course-baseline-001,train score mean,1197,0.5
course-baseline-001,train score mean,1198,3.0
course-baseline-001,train score mean,1199,6.5
course-baseline-001,train score mean,1200,1.5
course-baseline-001,train score mean,1201,2.25
course-baseline-001,train score mean,1202,0.5
course-baseline-001,train score mean,1203,1.5
course-baseline-001,train score mean,1204,2.25
course-baseline-001,train score mean,1205,1.5
course-baseline-001,train score mean,1206,7.25
course-baseline-001,train score mean,1207,3.0
course-baseline-001,train score mean,1208,3.0
course-baseline-001,train score mean,1209,7.25
course-baseline-001,train score mean,1210,0.5
course-baseline-001,train score mean,1211,3.0
course-baseline-001,train score mean,1212,0.5
course-baseline-001,train score mean,1213,2.25
course-baseline-001,train score mean,1214,1.5
course-baseline-001,train score mean,1215,1.5
course-baseline-001,train score mean,1216,1.0
course-baseline-001,train score mean,1217,3.0
course-baseline-001,train score mean,1218,1.5
course-baseline-001,train score mean,1219,3.0
course-baseline-001,train score mean,1220,1.0
course-baseline-001,train score mean,1221,1.75
course-baseline-001,train score mean,1222,1.25
course-baseline-001,train score mean,1223,4.75
course-baseline-001,train score mean,1224,1.5
course-baseline-001,train score mean,1225,-0.5
course-baseline-001,train score mean,1226,10.0
course-baseline-001,train score mean,1227,1.0
course-baseline-001,train score mean,1228,2.25
course-baseline-001,train score mean,1229,3.0
course-baseline-001,train score mean,1230,1.0
course-baseline-001,train score mean,1231,2.25
course-baseline-001,train score mean,1232,1.5
course-baseline-001,train score mean,1233,0.0
course-baseline-001,train score mean,1234,1.5
course-baseline-001,train score mean,1235,1.5
course-baseline-001,train score mean,1236,4.75
course-baseline-001,train score mean,1237,3.0
course-baseline-001,train score mean,1238,3.0
course-baseline-001,train score mean,1239,7.25
course-baseline-001,train score mean,1240,3.0
course-baseline-001,train score mean,1241,1.5
course-baseline-001,train score mean,1242,3.0
course-baseline-001,train score mean,1243,1.0
course-baseline-001,train score mean,1244,2.25
course-baseline-001,train score mean,1245,3.0
course-baseline-001,train score mean,1246,0.5
course-baseline-001,train score mean,1247,0.5
course-baseline-001,train score mean,1248,0.0
course-baseline-001,train score mean,1249,1.5
course-baseline-001,train score mean,1250,1.5
course-baseline-001,train score mean,1251,1.5
course-baseline-001,train score mean,1252,1.5
course-baseline-001,train score mean,1253,1.5
course-baseline-001,train score mean,1254,1.5
course-baseline-001,train score mean,1255,2.25
course-baseline-001,train score mean,1256,1.0
course-baseline-001,train score mean,1257,0.5
course-baseline-001,train score mean,1258,1.5
course-baseline-001,train score mean,1259,1.5
course-baseline-001,train score mean,1260,2.25
course-baseline-001,train score mean,1261,1.25
course-baseline-001,train score mean,1262,2.25
course-baseline-001,train score mean,1263,2.25
course-baseline-001,train score mean,1264,1.5
course-baseline-001,train score mean,1265,1.5
course-baseline-001,train score mean,1266,2.0
course-baseline-001,train score mean,1267,0.5
course-baseline-001,train score mean,1268,2.25
course-baseline-001,train score mean,1269,2.25
course-baseline-001,train score mean,1270,1.5
course-baseline-001,train score mean,1271,1.5
course-baseline-001,train score mean,1272,3.25
course-baseline-001,train score mean,1273,1.5
course-baseline-001,train score mean,1274,4.5
course-baseline-001,train score mean,1275,0.5
course-baseline-001,train score mean,1276,1.5
course-baseline-001,train score mean,1277,1.5
course-baseline-001,train score mean,1278,1.0
course-baseline-001,train score mean,1279,4.75
course-baseline-001,train score mean,1280,1.5
course-baseline-001,train score mean,1281,3.25
course-baseline-001,train score mean,1282,3.25
course-baseline-001,train score mean,1283,2.25
course-baseline-001,train score mean,1284,1.75
course-baseline-001,train score mean,1285,3.0
course-baseline-001,train score mean,1286,1.5
course-baseline-001,train score mean,1287,3.0
course-baseline-001,train score mean,1288,1.25
course-baseline-001,train score mean,1289,1.5
course-baseline-001,train score mean,1290,1.5
course-baseline-001,train score mean,1291,2.25
course-baseline-001,train score mean,1292,7.25
course-baseline-001,train score mean,1293,3.0
course-baseline-001,train score mean,1294,7.5
course-baseline-001,train score mean,1295,2.25
course-baseline-001,train score mean,1296,1.5
course-baseline-001,train score mean,1297,3.75
course-baseline-001,train score mean,1298,0.5
course-baseline-001,train score mean,1299,5.25
course-baseline-001,train score mean,1300,5.75
course-baseline-001,train score mean,1301,3.75
course-baseline-001,train score mean,1302,5.0
course-baseline-001,train score mean,1303,1.5
course-baseline-001,train score mean,1304,-0.5
course-baseline-001,train score mean,1305,6.5
course-baseline-001,train score mean,1306,4.5
course-baseline-001,train score mean,1307,0.5
course-baseline-001,train score mean,1308,3.0
course-baseline-001,train score mean,1309,1.5
course-baseline-001,train score mean,1310,-0.5
course-baseline-001,train score mean,1311,1.5
course-baseline-001,train score mean,1312,3.75
course-baseline-001,train score mean,1313,0.5
course-baseline-001,train score mean,1314,3.0
course-baseline-001,train score mean,1315,1.5
course-baseline-001,train score mean,1316,1.5
course-baseline-001,train score mean,1317,1.75
course-baseline-001,train score mean,1318,0.5
course-baseline-001,train score mean,1319,2.75
course-baseline-001,train score mean,1320,3.0
course-baseline-001,train score mean,1321,3.25
course-baseline-001,train score mean,1322,3.125
course-baseline-001,train score mean,1323,0.5
course-baseline-001,train score mean,1324,1.75
course-baseline-001,train score mean,1325,3.0
course-baseline-001,train score mean,1326,-0.75
course-baseline-001,train score mean,1327,3.0
course-baseline-001,train score mean,1328,5.75
course-baseline-001,train score mean,1329,3.75
course-baseline-001,train score mean,1330,5.25
course-baseline-001,train score mean,1331,0.5
course-baseline-001,train score mean,1332,5.75
course-baseline-001,train score mean,1333,4.75
course-baseline-001,train score mean,1334,10.0
course-baseline-001,train score mean,1335,7.25
course-baseline-001,train score mean,1336,3.0
course-baseline-001,train score mean,1337,4.5
course-baseline-001,train score mean,1338,4.5
course-baseline-001,train score mean,1339,2.25
course-baseline-001,train score mean,1340,6.875
course-baseline-001,train score mean,1341,2.0
course-baseline-001,train score mean,1342,1.5
course-baseline-001,train score mean,1343,7.5
course-baseline-001,train score mean,1344,1.5
course-baseline-001,train score mean,1345,4.5
course-baseline-001,train score mean,1346,10.0
course-baseline-001,train score mean,1347,4.5
course-baseline-001,train score mean,1348,3.0
course-baseline-001,train score mean,1349,10.0
course-baseline-001,train score mean,1350,3.0
course-baseline-001,train score mean,1351,2.0
course-baseline-001,train score mean,1352,-0.5
course-baseline-001,train score mean,1353,5.75
course-baseline-001,train score mean,1354,2.25
course-baseline-001,train score mean,1355,2.0
course-baseline-001,train score mean,1356,1.5
course-baseline-001,train score mean,1357,6.5
course-baseline-001,train score mean,1358,3.0
course-baseline-001,train score mean,1359,2.0
course-baseline-001,train score mean,1360,0.5
course-baseline-001,train score mean,1361,0.5
course-baseline-001,train score mean,1362,2.25
course-baseline-001,train score mean,1363,-0.5
course-baseline-001,train score mean,1364,0.25
course-baseline-001,train score mean,1365,2.0
course-baseline-001,train score mean,1366,8.75
course-baseline-001,train score mean,1367,2.25
course-baseline-001,train score mean,1368,3.0
course-baseline-001,train score mean,1369,3.25
course-baseline-001,train score mean,1370,2.25
course-baseline-001,train score mean,1371,0.5
course-baseline-001,train score mean,1372,1.25
course-baseline-001,train score mean,1373,10.0
course-baseline-001,train score mean,1374,3.0
course-baseline-001,train score mean,1375,2.5
course-baseline-001,train score mean,1376,4.5
course-baseline-001,train score mean,1377,2.0
course-baseline-001,train score mean,1378,1.25
course-baseline-001,train score mean,1379,2.25
course-baseline-001,train score mean,1380,1.5
course-baseline-001,train score mean,1381,3.0
course-baseline-001,train score mean,1382,4.75
course-baseline-001,train score mean,1383,1.5
course-baseline-001,train score mean,1384,1.25
course-baseline-001,train score mean,1385,2.0
course-baseline-001,train score mean,1386,4.75
course-baseline-001,train score mean,1387,0.5
course-baseline-001,train score mean,1388,4.5
course-baseline-001,train score mean,1389,0.5
course-baseline-001,train score mean,1390,3.25
course-baseline-001,train score mean,1391,0.5
course-baseline-001,train score mean,1392,4.75
course-baseline-001,train score mean,1393,1.5
course-baseline-001,train score mean,1394,3.0
course-baseline-001,train score mean,1395,-2.5
course-baseline-001,train score mean,1396,4.5
course-baseline-001,train score mean,1397,7.5
course-baseline-001,train score mean,1398,2.25
course-baseline-001,train score mean,1399,2.0
course-baseline-001,train score mean,1400,-0.5
course-baseline-001,train score mean,1401,4.75
course-baseline-001,train score mean,1402,3.0
course-baseline-001,train score mean,1403,3.0
course-baseline-001,train score mean,1404,0.5
course-baseline-001,train score mean,1405,6.5
course-baseline-001,train score mean,1406,4.75
course-baseline-001,train score mean,1407,3.0
course-baseline-001,train score mean,1408,-0.5
course-baseline-001,train score mean,1409,3.0
course-baseline-001,train score mean,1410,6.5
course-baseline-001,train score mean,1411,4.75
course-baseline-001,train score mean,1412,-0.5
course-baseline-001,train score mean,1413,3.625
course-baseline-001,train score mean,1414,10.0
course-baseline-001,train score mean,1415,4.5
course-baseline-001,train score mean,1416,7.5
course-baseline-001,train score mean,1417,2.0
course-baseline-001,train score mean,1418,1.5
course-baseline-001,train score mean,1419,10.0
course-baseline-001,train score mean,1420,6.5
course-baseline-001,train score mean,1421,3.75
course-baseline-001,train score mean,1422,2.0
course-baseline-001,train score mean,1423,3.0
course-baseline-001,train score mean,1424,3.0
course-baseline-001,train score mean,1425,7.25
course-baseline-001,train score mean,1426,1.25
course-baseline-001,train score mean,1427,5.75
course-baseline-001,train score mean,1428,6.5
course-baseline-001,train score mean,1429,-0.5
course-baseline-001,train score mean,1430,4.5
course-baseline-001,train score mean,1431,-0.5
course-baseline-001,train score mean,1432,5.75
course-baseline-001,train score mean,1433,-0.5
course-baseline-001,train score mean,1434,1.0
course-baseline-001,train score mean,1435,-0.5
course-baseline-001,train score mean,1436,4.5
course-baseline-001,train score mean,1437,0.5
course-baseline-001,train score mean,1438,4.5
course-baseline-001,train score mean,1439,7.25
course-baseline-001,train score mean,1440,1.5
course-baseline-001,train score mean,1441,7.25
course-baseline-001,train score mean,1442,-0.5
course-baseline-001,train score mean,1443,2.25
course-baseline-001,train score mean,1444,2.625
course-baseline-001,train score mean,1445,-0.5
course-baseline-001,train score mean,1446,-0.5
course-baseline-001,train score mean,1447,6.5
course-baseline-001,train score mean,1448,0.5
course-baseline-001,train score mean,1449,1.25
course-baseline-001,train score mean,1450,-1.5
course-baseline-001,train score mean,1451,4.5
course-baseline-001,train score mean,1452,-0.25
course-baseline-001,train score mean,1453,-0.5
course-baseline-001,train score mean,1454,1.5
course-baseline-001,train score mean,1455,0.5
course-baseline-001,train score mean,1456,2.625
course-baseline-001,train score mean,1457,1.5
course-baseline-001,train score mean,1458,4.375
course-baseline-001,train score mean,1459,0.5
course-baseline-001,train score mean,1460,1.5
course-baseline-001,train score mean,1461,1.5
course-baseline-001,train score mean,1462,0.5
course-baseline-001,train score mean,1463,3.75
course-baseline-001,train score mean,1464,-1.5
course-baseline-001,train score mean,1465,0.5
course-baseline-001,train score mean,1466,4.75
course-baseline-001,train score mean,1467,1.25
course-baseline-001,train score mean,1468,0.25
course-baseline-001,train score mean,1469,1.75
course-baseline-001,train score mean,1470,4.75
course-baseline-001,train score mean,1471,6.5
course-baseline-001,train score mean,1472,3.75
course-baseline-001,train score mean,1473,4.25
course-baseline-001,train score mean,1474,3.0
course-baseline-001,train score mean,1475,2.0
course-baseline-001,train score mean,1476,0.25
course-baseline-001,train score mean,1477,0.75
course-baseline-001,train score mean,1478,-0.25
course-baseline-001,train score mean,1479,-1.5
course-baseline-001,train score mean,1480,1.25
course-baseline-001,train score mean,1481,0.5
course-baseline-001,train score mean,1482,0.25
course-baseline-001,train score mean,1483,0.25
course-baseline-001,train score mean,1484,1.0
course-baseline-001,train score mean,1485,-1.5
course-baseline-001,train score mean,1486,-1.5
course-baseline-001,train score mean,1487,0.75
course-baseline-001,train score mean,1488,-1.0
course-baseline-001,train score mean,1489,-0.5
course-baseline-001,train score mean,1490,1.0
course-baseline-001,train score mean,1491,1.5
course-baseline-001,train score mean,1492,-1.0
course-baseline-001,train score mean,1493,-2.0
course-baseline-001,train score mean,1494,-0.5
course-baseline-001,train score mean,1495,-0.25
course-baseline-001,train score mean,1496,2.25
course-baseline-001,train score mean,1497,-0.5
course-baseline-001,train score mean,1498,-0.5
course-baseline-001,train score mean,1499,0.0
course-baseline-001,train score mean,1500,2.0
course-baseline-001,train score mean,1501,-1.5
course-baseline-001,train score mean,1502,0.0
course-baseline-001,train score mean,1503,-0.5
course-baseline-001,train score mean,1504,1.5
course-baseline-001,train score mean,1505,-2.0
course-baseline-001,train score mean,1506,0.5
course-baseline-001,train score mean,1507,-0.5
course-baseline-001,train score mean,1508,1.5
course-baseline-001,train score mean,1509,5.75
course-baseline-001,train score mean,1510,6.25
course-baseline-001,train score mean,1511,0.25
course-baseline-001,train score mean,1512,-1.0
course-baseline-001,train score mean,1513,-0.25
course-baseline-001,train score mean,1514,6.25
course-baseline-001,train score mean,1515,1.5
course-baseline-001,train score mean,1516,4.5
course-baseline-001,train score mean,1517,2.125
course-baseline-001,train score mean,1518,1.0
course-baseline-001,train score mean,1519,2.0
course-baseline-001,train score mean,1520,-1.5
course-baseline-001,train score mean,1521,-0.5
course-baseline-001,train score mean,1522,0.25
course-baseline-001,train score mean,1523,1.5
course-baseline-001,train score mean,1524,0.0
course-baseline-001,train score mean,1525,2.0
course-baseline-001,train score mean,1526,-1.5
course-baseline-001,train score mean,1527,1.5
course-baseline-001,train score mean,1528,1.0
course-baseline-001,train score mean,1529,-1.5
course-baseline-001,train score mean,1530,1.5
course-baseline-001,train score mean,1531,3.75
course-baseline-001,train score mean,1532,0.5
course-baseline-001,train score mean,1533,3.75
course-baseline-001,train score mean,1534,4.125
course-baseline-001,train score mean,1535,9.0
course-baseline-001,train score mean,1536,0.5
course-baseline-001,train score mean,1537,0.5
course-baseline-001,train score mean,1538,0.5
course-baseline-001,train score mean,1539,5.5
course-baseline-001,train score mean,1540,-2.0
course-baseline-001,train score mean,1541,0.5
course-baseline-001,train score mean,1542,0.5
course-baseline-001,train score mean,1543,1.5
course-baseline-001,train score mean,1544,2.625
course-baseline-001,train score mean,1545,1.5
course-baseline-001,train score mean,1546,2.0
course-baseline-001,train score mean,1547,7.0
course-baseline-001,train score mean,1548,8.25
course-baseline-001,train score mean,1549,3.5
course-baseline-001,train score mean,1550,9.0
course-baseline-001,train score mean,1551,-1.5
course-baseline-001,train score mean,1552,0.5
course-baseline-001,train score mean,1553,4.75
course-baseline-001,train score mean,1554,5.5
course-baseline-001,train score mean,1555,3.25
course-baseline-001,train score mean,1556,0.5
course-baseline-001,train score mean,1557,2.0
course-baseline-001,train score mean,1558,0.5
course-baseline-001,train score mean,1559,3.75
course-baseline-001,train score mean,1560,0.0
course-baseline-001,train score mean,1561,4.5
course-baseline-001,train score mean,1562,9.0
course-baseline-001,train score mean,1563,-1.5
course-baseline-001,train score mean,1564,-1.5
course-baseline-001,train score mean,1565,-0.25
course-baseline-001,train score mean,1566,5.5
course-baseline-001,train score mean,1567,1.5
course-baseline-001,train score mean,1568,2.75
course-baseline-001,train score mean,1569,1.5
course-baseline-001,train score mean,1570,0.0
course-baseline-001,train score mean,1571,6.25
course-baseline-001,train score mean,1572,5.5
course-baseline-001,train score mean,1573,4.5
course-baseline-001,train score mean,1574,6.5
course-baseline-001,train score mean,1575,5.0
course-baseline-001,train score mean,1576,7.25
course-baseline-001,train score mean,1577,-0.5
course-baseline-001,train score mean,1578,0.25
course-baseline-001,train score mean,1579,-1.0
course-baseline-001,train score mean,1580,6.25
course-baseline-001,train score mean,1581,4.5
course-baseline-001,train score mean,1582,-0.5
course-baseline-001,train score mean,1583,3.5
course-baseline-001,train score mean,1584,4.5
course-baseline-001,train score mean,1585,1.5
course-baseline-001,train score mean,1586,-1.5
course-baseline-001,train score mean,1587,1.5
course-baseline-001,train score mean,1588,6.25
course-baseline-001,train score mean,1589,9.0
course-baseline-001,train score mean,1590,2.75
course-baseline-001,train score mean,1591,2.0
course-baseline-001,train score mean,1592,3.5
course-baseline-001,train score mean,1593,1.5
course-baseline-001,train score mean,1594,4.5
course-baseline-001,train score mean,1595,2.25
course-baseline-001,train score mean,1596,0.5
course-baseline-001,train score mean,1597,4.25
course-baseline-001,train score mean,1598,4.75
course-baseline-001,train score mean,1599,4.75
course-baseline-001,train score mean,1600,5.0
course-baseline-001,train score mean,1601,3.5
course-baseline-001,train score mean,1602,4.75
course-baseline-001,train score mean,1603,-0.5
course-baseline-001,train score mean,1604,4.5
course-baseline-001,train score mean,1605,2.75
course-baseline-001,train score mean,1606,-1.5
course-baseline-001,train score mean,1607,9.0
course-baseline-001,train score mean,1608,2.625
course-baseline-001,train score mean,1609,-0.75
course-baseline-001,train score mean,1610,1.5
course-baseline-001,train score mean,1611,2.0
course-baseline-001,train score mean,1612,2.75
course-baseline-001,train score mean,1613,2.0
course-baseline-001,train score mean,1614,1.25
course-baseline-001,train score mean,1615,5.5
course-baseline-001,train score mean,1616,-1.5
course-baseline-001,train score mean,1617,6.25
course-baseline-001,train score mean,1618,-2.5
course-baseline-001,train score mean,1619,4.25
course-baseline-001,train score mean,1620,0.0
course-baseline-001,train score mean,1621,2.125
course-baseline-001,train score mean,1622,6.875
course-baseline-001,train score mean,1623,2.0
course-baseline-001,train score mean,1624,0.0
course-baseline-001,train score mean,1625,2.0
course-baseline-001,train score mean,1626,4.75
course-baseline-001,train score mean,1627,6.5
course-baseline-001,train score mean,1628,0.0
course-baseline-001,train score mean,1629,0.5
course-baseline-001,train score mean,1630,1.0
course-baseline-001,train score mean,1631,0.0
course-baseline-001,train score mean,1632,2.0
course-baseline-001,train score mean,1633,6.5
course-baseline-001,train score mean,1634,2.0
course-baseline-001,train score mean,1635,2.0
course-baseline-001,train score mean,1636,1.0
course-baseline-001,train score mean,1637,9.0
course-baseline-001,train score mean,1638,2.0
course-baseline-001,train score mean,1639,4.25
course-baseline-001,train score mean,1640,0.25
course-baseline-001,train score mean,1641,9.0
course-baseline-001,train score mean,1642,3.5
course-baseline-001,train score mean,1643,4.5
course-baseline-001,train score mean,1644,3.5
course-baseline-001,train score mean,1645,1.0
course-baseline-001,train score mean,1646,2.0
course-baseline-001,train score mean,1647,5.5
course-baseline-001,train score mean,1648,3.0
course-baseline-001,train score mean,1649,2.0
course-baseline-001,train score mean,1650,6.5
course-baseline-001,train score mean,1651,9.0
course-baseline-001,train score mean,1652,9.0
course-baseline-001,train score mean,1653,4.125
course-baseline-001,train score mean,1654,1.0
course-baseline-001,train score mean,1655,3.5
course-baseline-001,train score mean,1656,3.5
course-baseline-001,train score mean,1657,1.25
course-baseline-001,train score mean,1658,3.75
course-baseline-001,train score mean,1659,4.125
course-baseline-001,train score mean,1660,9.0
course-baseline-001,train score mean,1661,1.5
course-baseline-001,train score mean,1662,5.5
course-baseline-001,train score mean,1663,9.0
course-baseline-001,train score mean,1664,6.5
course-baseline-001,train score mean,1665,3.75
course-baseline-001,train score mean,1666,4.125
course-baseline-001,train score mean,1667,0.25
course-baseline-001,train score mean,1668,3.5
course-baseline-001,train score mean,1669,9.0
course-baseline-001,train score mean,1670,1.75
course-baseline-001,train score mean,1671,3.5
course-baseline-001,train score mean,1672,-0.5
course-baseline-001,train score mean,1673,4.5
course-baseline-001,train score mean,1674,3.5
course-baseline-001,train score mean,1675,-0.5
course-baseline-001,train score mean,1676,2.625
course-baseline-001,train score mean,1677,9.0
course-baseline-001,train score mean,1678,5.5
course-baseline-001,train score mean,1679,2.0
course-baseline-001,train score mean,1680,6.25
course-baseline-001,train score mean,1681,0.5
course-baseline-001,train score mean,1682,4.25
course-baseline-001,train score mean,1683,1.25
course-baseline-001,train score mean,1684,-0.25
course-baseline-001,train score mean,1685,0.5
course-baseline-001,train score mean,1686,3.5
course-baseline-001,train score mean,1687,-0.5
course-baseline-001,train score mean,1688,-1.0
course-baseline-001,train score mean,1689,4.75
course-baseline-001,train score mean,1690,9.0
course-baseline-001,train score mean,1691,1.25
course-baseline-001,train score mean,1692,0.5
course-baseline-001,train score mean,1693,2.0
course-baseline-001,train score mean,1694,2.625
course-baseline-001,train score mean,1695,3.5
course-baseline-001,train score mean,1696,2.0
course-baseline-001,train score mean,1697,9.0
course-baseline-001,train score mean,1698,3.5
course-baseline-001,train score mean,1699,0.5
course-baseline-001,train score mean,1700,2.0
course-baseline-001,train score mean,1701,2.0
course-baseline-001,train score mean,1702,5.5
course-baseline-001,train score mean,1703,0.25
course-baseline-001,train score mean,1704,2.0
course-baseline-001,train score mean,1705,-1.5
course-baseline-001,train score mean,1706,6.875
course-baseline-001,train score mean,1707,4.75
course-baseline-001,train score mean,1708,1.0
course-baseline-001,train score mean,1709,5.5
course-baseline-001,train score mean,1710,1.25
course-baseline-001,train score mean,1711,1.0
course-baseline-001,train score mean,1712,-1.0
course-baseline-001,train score mean,1713,1.0
course-baseline-001,train score mean,1714,0.5
