run,metric,step,value
course-baseline-001,train KL,123,-0.0007036589086055756
course-baseline-001,train KL,124,0.001966614043340087
course-baseline-001,train KL,125,0.01019747368991375
course-baseline-001,train KL,126,-0.0024856652598828077
course-baseline-001,train KL,127,-0.0013228879543021321
course-baseline-001,train KL,128,-0.0025811498053371906
course-baseline-001,train KL,129,-0.0034200309310108423
course-baseline-001,train KL,130,-0.0019148837309330702
course-baseline-001,train KL,131,0.0009311967296525836
course-baseline-001,train KL,132,0.005185197107493877
course-baseline-001,train KL,133,0.006593197584152222
course-baseline-001,train KL,134,0.009776600636541843
course-baseline-001,train KL,135,-0.0031548014376312494
course-baseline-001,train KL,136,0.005563873797655106
course-baseline-001,train KL,137,0.009122434072196484
course-baseline-001,train KL,138,0.0006764411809854209
course-baseline-001,train KL,139,0.006721203215420246
course-baseline-001,train KL,140,0.004778377711772919
course-baseline-001,train KL,141,0.021354852244257927
course-baseline-001,train KL,142,0.0011113015934824944
course-baseline-001,train KL,143,0.005387426353991032
course-baseline-001,train KL,144,0.006537734530866146
course-baseline-001,train KL,145,-0.0006830221391282976
course-baseline-001,train KL,146,0.010091875679790974
course-baseline-001,train KL,147,0.018291031941771507
course-baseline-001,train KL,148,0.0044911704026162624
course-baseline-001,train KL,149,0.009552763774991035
course-baseline-001,train KL,150,0.012215869501233101
course-baseline-001,train KL,151,0.037811193615198135
course-baseline-001,train KL,152,0.017178481444716454
course-baseline-001,train KL,153,0.08262326568365097
course-baseline-001,train KL,154,0.01383958663791418
course-baseline-001,train KL,155,0.01895418018102646
course-baseline-001,train KL,156,0.020288024097681046
course-baseline-001,train KL,157,0.07267235964536667
course-baseline-001,train KL,158,0.03964664041996002
course-baseline-001,train KL,159,0.02861502766609192
course-baseline-001,train KL,160,0.060122065246105194
course-baseline-001,train KL,161,0.008629138581454754
course-baseline-001,train KL,162,0.15782085061073303
course-baseline-001,train KL,163,-0.001678661908954382
course-baseline-001,train KL,164,0.020629823207855225
course-baseline-001,train KL,165,0.018857207149267197
course-baseline-001,train KL,166,0.012238900177180767
course-baseline-001,train KL,167,-0.00396232632920146
course-baseline-001,train KL,168,0.0020983940921723843
course-baseline-001,train KL,169,0.0493575818836689
course-baseline-001,train KL,170,0.07582665234804153
course-baseline-001,train KL,171,0.16301481425762177
course-baseline-001,train KL,172,0.0791657567024231
course-baseline-001,train KL,173,0.08394709974527359
course-baseline-001,train KL,174,0.04442129656672478
course-baseline-001,train KL,175,0.028453096747398376
course-baseline-001,train KL,176,0.014903425239026546
course-baseline-001,train KL,177,0.022206639871001244
course-baseline-001,train KL,178,0.01817748136818409
course-baseline-001,train KL,179,0.08582578599452972
course-baseline-001,train KL,180,0.06337538361549377
course-baseline-001,train KL,181,0.019091777503490448
course-baseline-001,train KL,182,0.0830603688955307
course-baseline-001,train KL,183,0.09345242381095886
course-baseline-001,train KL,184,0.05817573890089989
course-baseline-001,train KL,185,0.013705478049814701
course-baseline-001,train KL,186,0.0612109899520874
course-baseline-001,train KL,187,0.04222499951720238
course-baseline-001,train KL,188,0.017272792756557465
course-baseline-001,train KL,189,0.04795799404382706
course-baseline-001,train KL,190,0.0176724661141634
course-baseline-001,train KL,191,0.10462655872106552
course-baseline-001,train KL,192,0.03377719223499298
course-baseline-001,train KL,193,-0.0011502173729240894
course-baseline-001,train KL,194,0.07410166412591934
course-baseline-001,train KL,195,0.017888143658638
course-baseline-001,train KL,196,0.06630759686231613
course-baseline-001,train KL,197,0.012447318993508816
course-baseline-001,train KL,198,0.021562380716204643
course-baseline-001,train KL,199,0.03154420480132103
course-baseline-001,train KL,200,0.15164843201637268
course-baseline-001,train KL,201,0.021076761186122894
course-baseline-001,train KL,202,0.010188283398747444
course-baseline-001,train KL,203,0.054610978811979294
course-baseline-001,train KL,204,0.017020201310515404
course-baseline-001,train KL,205,0.09196280688047409
course-baseline-001,train KL,206,0.0014841104857623577
course-baseline-001,train KL,207,0.0058726053684949875
course-baseline-001,train KL,208,-5.197382051846944e-05
course-baseline-001,train KL,209,0.0054613035172224045
course-baseline-001,train KL,210,0.010292342863976955
course-baseline-001,train KL,211,0.10815055668354034
course-baseline-001,train KL,212,0.04442984610795975
course-baseline-001,train KL,213,0.0242949016392231
course-baseline-001,train KL,214,0.005845796782523394
course-baseline-001,train KL,215,0.002026127651333809
course-baseline-001,train KL,216,0.010221846401691437
course-baseline-001,train KL,217,0.057822782546281815
course-baseline-001,train KL,218,0.011571615003049374
course-baseline-001,train KL,219,0.0627523884177208
course-baseline-001,train KL,220,0.088296078145504
course-baseline-001,train KL,221,0.012209994718432426
course-baseline-001,train KL,222,0.02426622435450554
course-baseline-001,train KL,223,0.09855644404888153
course-baseline-001,train KL,224,0.004918497055768967
course-baseline-001,train KL,225,0.07775295525789261
course-baseline-001,train KL,226,0.031591303646564484
course-baseline-001,train KL,227,0.0636073425412178
course-baseline-001,train KL,228,0.06137289106845856
course-baseline-001,train KL,229,0.04377572983503342
course-baseline-001,train KL,230,0.02634001150727272
course-baseline-001,train KL,231,0.0764080211520195
course-baseline-001,train KL,232,0.047970566898584366
course-baseline-001,train KL,233,0.08130356669425964
course-baseline-001,train KL,234,0.010906592011451721
course-baseline-001,train KL,235,0.13331401348114014
course-baseline-001,train KL,236,0.03138174116611481
course-baseline-001,train KL,237,0.032368216663599014
course-baseline-001,train KL,238,0.08161640912294388
course-baseline-001,train KL,239,0.034133587032556534
course-baseline-001,train KL,240,0.06748148053884506
course-baseline-001,train KL,241,0.03944198414683342
course-baseline-001,train KL,242,0.10640982538461685
course-baseline-001,train KL,243,0.04822886362671852
course-baseline-001,train KL,244,0.05582159757614136
course-baseline-001,train KL,245,0.13334979116916656
course-baseline-001,train KL,246,0.08429713547229767
course-baseline-001,train KL,247,0.05970001220703125
course-baseline-001,train KL,248,0.017161373049020767
course-baseline-001,train KL,249,0.045003682374954224
course-baseline-001,train KL,250,0.05837573483586311
course-baseline-001,train KL,251,0.059468645602464676
course-baseline-001,train KL,252,0.024556409567594528
course-baseline-001,train KL,253,0.02676737867295742
course-baseline-001,train KL,254,0.08289067447185516
course-baseline-001,train KL,255,0.036058809608221054
course-baseline-001,train KL,256,0.11099424958229065
course-baseline-001,train KL,257,0.0404273085296154
course-baseline-001,train KL,258,0.08524900674819946
course-baseline-001,train KL,259,0.014854698441922665
course-baseline-001,train KL,260,0.0020390141289681196
course-baseline-001,train KL,261,0.0663410872220993
course-baseline-001,train KL,262,0.03671560436487198
course-baseline-001,train KL,263,0.014224830083549023
course-baseline-001,train KL,264,0.08174734562635422
course-baseline-001,train KL,265,0.014432074502110481
course-baseline-001,train KL,266,0.028024569153785706
course-baseline-001,train KL,267,0.20056429505348206
course-baseline-001,train KL,268,0.030582111328840256
course-baseline-001,train KL,269,0.07408636808395386
course-baseline-001,train KL,270,0.042231760919094086
course-baseline-001,train KL,271,0.129669189453125
course-baseline-001,train KL,272,0.09404952824115753
course-baseline-001,train KL,273,0.10847367346286774
course-baseline-001,train KL,274,0.09908852726221085
course-baseline-001,train KL,275,0.12557704746723175
course-baseline-001,train KL,276,0.014716074801981449
course-baseline-001,train KL,277,0.10240904241800308
course-baseline-001,train KL,278,0.06300552189350128
course-baseline-001,train KL,279,0.21261216700077057
course-baseline-001,train KL,280,0.12182275950908661
course-baseline-001,train KL,281,0.08446227014064789
course-baseline-001,train KL,282,0.09476461261510849
course-baseline-001,train KL,283,0.06844842433929443
course-baseline-001,train KL,284,0.156682550907135
course-baseline-001,train KL,285,0.11164547502994537
course-baseline-001,train KL,286,0.10324794054031372
course-baseline-001,train KL,287,0.0770116075873375
course-baseline-001,train KL,288,0.04306318983435631
course-baseline-001,train KL,289,0.04448331519961357
course-baseline-001,train KL,290,0.08958085626363754
course-baseline-001,train KL,291,0.07703940570354462
course-baseline-001,train KL,292,0.1002831757068634
course-baseline-001,train KL,293,0.157597616314888
course-baseline-001,train KL,294,0.08738566935062408
course-baseline-001,train KL,295,0.048486415296792984
course-baseline-001,train KL,296,0.05540919676423073
course-baseline-001,train KL,297,0.10189926624298096
course-baseline-001,train KL,298,0.023269636556506157
course-baseline-001,train KL,299,0.028195736929774284
course-baseline-001,train KL,300,0.09698369354009628
course-baseline-001,train KL,301,0.08656827360391617
course-baseline-001,train KL,302,0.06763241440057755
course-baseline-001,train KL,303,0.0633869394659996
course-baseline-001,train KL,304,0.03707822784781456
course-baseline-001,train KL,305,0.08808215707540512
course-baseline-001,train KL,306,0.040249742567539215
course-baseline-001,train KL,307,0.12983256578445435
course-baseline-001,train KL,308,0.07230237871408463
course-baseline-001,train KL,309,0.03907674551010132
course-baseline-001,train KL,310,0.04082648828625679
course-baseline-001,train KL,311,0.058201421052217484
course-baseline-001,train KL,312,0.10434659570455551
course-baseline-001,train KL,313,0.05497293919324875
course-baseline-001,train KL,314,0.028835033997893333
course-baseline-001,train KL,315,0.04685886576771736
course-baseline-001,train KL,316,0.04764510691165924
course-baseline-001,train KL,317,0.06065669283270836
course-baseline-001,train KL,318,0.16278114914894104
course-baseline-001,train KL,319,0.15272018313407898
course-baseline-001,train KL,320,0.035310305655002594
course-baseline-001,train KL,321,0.04145025461912155
course-baseline-001,train KL,322,0.07653924822807312
course-baseline-001,train KL,323,0.07333902269601822
course-baseline-001,train KL,324,0.16957959532737732
course-baseline-001,train KL,325,0.030705388635396957
course-baseline-001,train KL,326,0.08763474225997925
course-baseline-001,train KL,327,0.07477181404829025
course-baseline-001,train KL,328,0.02663392759859562
course-baseline-001,train KL,329,0.12746797502040863
course-baseline-001,train KL,330,0.15413299202919006
course-baseline-001,train KL,331,0.10140926390886307
course-baseline-001,train KL,332,0.12817125022411346
course-baseline-001,train KL,333,0.216923326253891
course-baseline-001,train KL,334,0.0806339904665947
course-baseline-001,train KL,335,0.0676431804895401
course-baseline-001,train KL,336,0.16709807515144348
course-baseline-001,train KL,337,0.07684536278247833
course-baseline-001,train KL,338,0.0988464429974556
course-baseline-001,train KL,339,0.021442841738462448
course-baseline-001,train KL,340,0.03472941741347313
course-baseline-001,train KL,341,0.11560949683189392
course-baseline-001,train KL,342,0.0583096481859684
course-baseline-001,train KL,343,0.04854099079966545
course-baseline-001,train KL,344,0.1523493230342865
course-baseline-001,train KL,345,0.06221133470535278
course-baseline-001,train KL,346,0.18333305418491364
course-baseline-001,train KL,347,0.15118858218193054
course-baseline-001,train KL,348,0.09110525250434875
course-baseline-001,train KL,349,0.09384776651859283
course-baseline-001,train KL,350,0.04952038824558258
course-baseline-001,train KL,351,0.04763857275247574
course-baseline-001,train KL,352,0.09125956892967224
course-baseline-001,train KL,353,0.03162007033824921
course-baseline-001,train KL,354,0.03949499875307083
course-baseline-001,train KL,355,0.06005575507879257
course-baseline-001,train KL,356,0.08258594572544098
course-baseline-001,train KL,357,0.11907938122749329
course-baseline-001,train KL,358,0.08603876829147339
course-baseline-001,train KL,359,0.04229094088077545
course-baseline-001,train KL,360,0.1176699623465538
course-baseline-001,train KL,361,0.08163896948099136
course-baseline-001,train KL,362,0.055711451917886734
course-baseline-001,train KL,363,0.022018300369381905
course-baseline-001,train KL,364,0.22130073606967926
course-baseline-001,train KL,365,0.08040153980255127
course-baseline-001,train KL,366,0.08160635828971863
course-baseline-001,train KL,367,0.13891886174678802
course-baseline-001,train KL,368,0.09445745497941971
course-baseline-001,train KL,369,0.17611970007419586
course-baseline-001,train KL,370,0.056260861456394196
course-baseline-001,train KL,371,0.15241357684135437
course-baseline-001,train KL,372,0.20597055554389954
course-baseline-001,train KL,373,0.09082970768213272
course-baseline-001,train KL,374,0.20631876587867737
course-baseline-001,train KL,375,0.15932013094425201
course-baseline-001,train KL,376,0.09206344932317734
course-baseline-001,train KL,377,0.12648609280586243
course-baseline-001,train KL,378,0.1753482222557068
course-baseline-001,train KL,379,0.2598069906234741
course-baseline-001,train KL,380,0.1412993222475052
course-baseline-001,train KL,381,0.11506811529397964
course-baseline-001,train KL,382,0.07339367270469666
course-baseline-001,train KL,383,0.13808229565620422
course-baseline-001,train KL,384,0.15673013031482697
course-baseline-001,train KL,385,0.15064790844917297
course-baseline-001,train KL,386,0.10895878821611404
course-baseline-001,train KL,387,0.11254581063985825
course-baseline-001,train KL,388,0.10837811231613159
course-baseline-001,train KL,389,0.06712258607149124
course-baseline-001,train KL,390,0.05822562426328659
course-baseline-001,train KL,391,0.16348372399806976
course-baseline-001,train KL,392,0.11977384984493256
course-baseline-001,train KL,393,0.16673025488853455
course-baseline-001,train KL,394,0.0340929739177227
course-baseline-001,train KL,395,0.1647959202528
course-baseline-001,train KL,396,0.05392931029200554
course-baseline-001,train KL,397,0.06481862813234329
course-baseline-001,train KL,398,0.21062250435352325
course-baseline-001,train KL,399,0.23506297171115875
course-baseline-001,train KL,400,0.1135290265083313
course-baseline-001,train KL,401,0.06957273930311203
course-baseline-001,train KL,402,0.044204194098711014
course-baseline-001,train KL,403,0.13577379286289215
course-baseline-001,train KL,404,0.34811583161354065
course-baseline-001,train KL,405,0.12892954051494598
course-baseline-001,train KL,406,0.21566839516162872
course-baseline-001,train KL,407,0.15516693890094757
course-baseline-001,train KL,408,0.06361880898475647
course-baseline-001,train KL,409,0.20849478244781494
course-baseline-001,train KL,410,0.14279904961585999
course-baseline-001,train KL,411,0.18722502887248993
course-baseline-001,train KL,412,0.15928630530834198
course-baseline-001,train KL,413,0.13366861641407013
course-baseline-001,train KL,414,0.21470196545124054
course-baseline-001,train KL,415,0.1301891952753067
course-baseline-001,train KL,416,0.08037373423576355
course-baseline-001,train KL,417,0.09520361572504044
course-baseline-001,train KL,418,0.0687389224767685
course-baseline-001,train KL,419,0.23234696686267853
course-baseline-001,train KL,420,0.20917917788028717
course-baseline-001,train KL,421,0.17731264233589172
course-baseline-001,train KL,422,0.22934430837631226
course-baseline-001,train KL,423,0.11746323853731155
course-baseline-001,train KL,424,0.12888576090335846
course-baseline-001,train KL,425,0.07719045877456665
course-baseline-001,train KL,426,0.2574027180671692
course-baseline-001,train KL,427,0.057899195700883865
course-baseline-001,train KL,428,0.05421517789363861
course-baseline-001,train KL,429,0.1403864324092865
course-baseline-001,train KL,430,0.13529746234416962
course-baseline-001,train KL,431,0.12516145408153534
course-baseline-001,train KL,432,0.213556170463562
course-baseline-001,train KL,433,0.3006264269351959
course-baseline-001,train KL,434,0.09539514780044556
course-baseline-001,train KL,435,0.13066472113132477
course-baseline-001,train KL,436,0.10260604321956635
course-baseline-001,train KL,437,0.20158694684505463
course-baseline-001,train KL,438,0.16649222373962402
course-baseline-001,train KL,439,0.13229036331176758
course-baseline-001,train KL,440,0.06299057602882385
course-baseline-001,train KL,441,0.264244943857193
course-baseline-001,train KL,442,0.17000778019428253
course-baseline-001,train KL,443,0.21145208179950714
course-baseline-001,train KL,444,0.12024439126253128
course-baseline-001,train KL,445,0.2273557037115097
course-baseline-001,train KL,446,0.2422182857990265
course-baseline-001,train KL,447,0.17362943291664124
course-baseline-001,train KL,448,0.29333388805389404
course-baseline-001,train KL,449,0.15670254826545715
course-baseline-001,train KL,450,0.17398414015769958
course-baseline-001,train KL,451,0.0760825052857399
course-baseline-001,train KL,452,0.28716370463371277
course-baseline-001,train KL,453,0.1523609608411789
course-baseline-001,train KL,454,0.21248221397399902
course-baseline-001,train KL,455,0.1518968790769577
course-baseline-001,train KL,456,0.21168886125087738
course-baseline-001,train KL,457,0.14168111979961395
course-baseline-001,train KL,458,0.12345399707555771
course-baseline-001,train KL,459,0.11451199650764465
course-baseline-001,train KL,460,0.2571861445903778
course-baseline-001,train KL,461,0.3237980008125305
course-baseline-001,train KL,462,0.13327668607234955
course-baseline-001,train KL,463,0.29754483699798584
course-baseline-001,train KL,464,0.3196870982646942
course-baseline-001,train KL,465,0.25096502900123596
course-baseline-001,train KL,466,0.18876463174819946
course-baseline-001,train KL,467,0.18439050018787384
course-baseline-001,train KL,468,0.11202728748321533
course-baseline-001,train KL,469,0.10607138276100159
course-baseline-001,train KL,470,0.10563153028488159
course-baseline-001,train KL,471,0.153020441532135
course-baseline-001,train KL,472,0.10605406761169434
course-baseline-001,train KL,473,0.1518387496471405
course-baseline-001,train KL,474,0.3611277937889099
course-baseline-001,train KL,475,0.23818743228912354
course-baseline-001,train KL,476,0.266120970249176
course-baseline-001,train KL,477,0.19340725243091583
course-baseline-001,train KL,478,0.24788081645965576
course-baseline-001,train KL,479,0.13910359144210815
course-baseline-001,train KL,480,0.17246082425117493
course-baseline-001,train KL,481,0.1530071347951889
course-baseline-001,train KL,482,0.3519466817378998
course-baseline-001,train KL,483,0.10517870634794235
course-baseline-001,train KL,484,0.3154560327529907
course-baseline-001,train KL,485,0.21132071316242218
course-baseline-001,train KL,486,0.21411266922950745
course-baseline-001,train KL,487,0.18143177032470703
course-baseline-001,train KL,488,0.25054919719696045
course-baseline-001,train KL,489,0.1253669559955597
course-baseline-001,train KL,490,0.18612249195575714
course-baseline-001,train KL,491,0.32532745599746704
course-baseline-001,train KL,492,0.37624993920326233
course-baseline-001,train KL,493,0.22015336155891418
course-baseline-001,train KL,494,0.29533907771110535
course-baseline-001,train KL,495,0.12238121032714844
course-baseline-001,train KL,496,0.1612313985824585
course-baseline-001,train KL,497,0.08676327764987946
course-baseline-001,train KL,498,0.25145864486694336
course-baseline-001,train KL,499,0.2526269257068634
course-baseline-001,train KL,500,0.15030387043952942
course-baseline-001,train KL,501,0.25368812680244446
course-baseline-001,train KL,502,0.18213246762752533
course-baseline-001,train KL,503,0.03707078471779823
course-baseline-001,train KL,504,0.2639048993587494
course-baseline-001,train KL,505,0.18767493963241577
course-baseline-001,train KL,506,0.19193559885025024
course-baseline-001,train KL,507,0.11881861835718155
course-baseline-001,train KL,508,0.2235826551914215
course-baseline-001,train KL,509,0.11115941405296326
course-baseline-001,train KL,510,0.28421488404273987
course-baseline-001,train KL,511,0.21426475048065186
course-baseline-001,train KL,512,0.0885293185710907
course-baseline-001,train KL,513,0.3076293468475342
course-baseline-001,train KL,514,0.4952852427959442
course-baseline-001,train KL,515,0.4071415960788727
course-baseline-001,train KL,516,0.24284332990646362
course-baseline-001,train KL,517,0.32214340567588806
course-baseline-001,train KL,518,0.2902281582355499
course-baseline-001,train KL,519,0.2936365008354187
course-baseline-001,train KL,520,0.28335604071617126
course-baseline-001,train KL,521,0.16083042323589325
course-baseline-001,train KL,522,0.2044086903333664
course-baseline-001,train KL,523,0.19002528488636017
course-baseline-001,train KL,524,0.2624722719192505
course-baseline-001,train KL,525,0.49506112933158875
course-baseline-001,train KL,526,0.2713600993156433
course-baseline-001,train KL,527,0.1056833565235138
course-baseline-001,train KL,528,0.43929174542427063
course-baseline-001,train KL,529,0.3450537323951721
course-baseline-001,train KL,530,0.1356978863477707
course-baseline-001,train KL,531,0.2396693378686905
course-baseline-001,train KL,532,0.10680606216192245
course-baseline-001,train KL,533,0.12346319854259491
course-baseline-001,train KL,534,0.1909104585647583
course-baseline-001,train KL,535,0.3720085024833679
course-baseline-001,train KL,536,0.17737101018428802
course-baseline-001,train KL,537,0.24752449989318848
course-baseline-001,train KL,538,0.15431757271289825
course-baseline-001,train KL,539,0.12566842138767242
course-baseline-001,train KL,540,0.2021816223859787
course-baseline-001,train KL,541,0.21325618028640747
course-baseline-001,train KL,542,0.23978734016418457
course-baseline-001,train KL,543,0.17509031295776367
course-baseline-001,train KL,544,0.12751737236976624
course-baseline-001,train KL,545,0.27959468960762024
course-baseline-001,train KL,546,0.2912929654121399
course-baseline-001,train KL,547,0.38609594106674194
course-baseline-001,train KL,548,0.23492424190044403
course-baseline-001,train KL,549,0.3097347915172577
course-baseline-001,train KL,550,0.28318077325820923
course-baseline-001,train KL,551,0.303879052400589
course-baseline-001,train KL,552,0.4343597888946533
course-baseline-001,train KL,553,0.29492318630218506
course-baseline-001,train KL,554,0.21740050613880157
course-baseline-001,train KL,555,0.10974761843681335
course-baseline-001,train KL,556,0.1621062159538269
course-baseline-001,train KL,557,0.38428837060928345
course-baseline-001,train KL,558,0.178003191947937
course-baseline-001,train KL,559,0.22848720848560333
course-baseline-001,train KL,560,0.1570279598236084
course-baseline-001,train KL,561,0.16826435923576355
course-baseline-001,train KL,562,0.3193775415420532
course-baseline-001,train KL,563,0.15681825578212738
course-baseline-001,train KL,564,0.37683117389678955
course-baseline-001,train KL,565,0.17210644483566284
course-baseline-001,train KL,566,0.24225087463855743
course-baseline-001,train KL,567,0.25329717993736267
course-baseline-001,train KL,568,0.30540308356285095
course-baseline-001,train KL,569,0.27679017186164856
course-baseline-001,train KL,570,0.2861998677253723
course-baseline-001,train KL,571,0.25834524631500244
course-baseline-001,train KL,572,0.38035863637924194
course-baseline-001,train KL,573,0.39979395270347595
course-baseline-001,train KL,574,0.3741210997104645
course-baseline-001,train KL,575,0.507024884223938
course-baseline-001,train KL,576,0.6314948201179504
course-baseline-001,train KL,577,0.16597245633602142
course-baseline-001,train KL,578,0.23828907310962677
course-baseline-001,train KL,579,0.17145442962646484
course-baseline-001,train KL,580,0.3305576741695404
course-baseline-001,train KL,581,0.1627589464187622
course-baseline-001,train KL,582,0.23485946655273438
course-baseline-001,train KL,583,0.22652561962604523
course-baseline-001,train KL,584,0.1190989539027214
course-baseline-001,train KL,585,0.3619183301925659
course-baseline-001,train KL,586,0.13316510617733002
course-baseline-001,train KL,587,0.27646657824516296
course-baseline-001,train KL,588,0.46629559993743896
course-baseline-001,train KL,589,0.18264129757881165
course-baseline-001,train KL,590,0.30284425616264343
course-baseline-001,train KL,591,0.19777555763721466
course-baseline-001,train KL,592,0.25898927450180054
course-baseline-001,train KL,593,0.4018714427947998
course-baseline-001,train KL,594,0.18785810470581055
course-baseline-001,train KL,595,0.28233879804611206
course-baseline-001,train KL,596,0.23885215818881989
course-baseline-001,train KL,597,0.3311431407928467
course-baseline-001,train KL,598,0.22874805331230164
course-baseline-001,train KL,599,0.2684014141559601
course-baseline-001,train KL,600,0.46621522307395935
course-baseline-001,train KL,601,0.32800769805908203
course-baseline-001,train KL,602,0.44579681754112244
course-baseline-001,train KL,603,0.4291439652442932
course-baseline-001,train KL,604,0.43873131275177
course-baseline-001,train KL,605,0.3559585511684418
course-baseline-001,train KL,606,0.396192729473114
course-baseline-001,train KL,607,0.31599855422973633
course-baseline-001,train KL,608,0.13330964744091034
course-baseline-001,train KL,609,0.2507890462875366
course-baseline-001,train KL,610,0.6123474836349487
course-baseline-001,train KL,611,0.2634604275226593
course-baseline-001,train KL,612,0.2187943160533905
course-baseline-001,train KL,613,0.34293726086616516
course-baseline-001,train KL,614,0.26484978199005127
course-baseline-001,train KL,615,0.4273405075073242
course-baseline-001,train KL,616,0.5060470104217529
course-baseline-001,train KL,617,0.5501508712768555
course-baseline-001,train KL,618,0.29486238956451416
course-baseline-001,train KL,619,0.46544501185417175
course-baseline-001,train KL,620,0.4516431391239166
course-baseline-001,train KL,621,0.28109583258628845
course-baseline-001,train KL,622,0.4784863293170929
course-baseline-001,train KL,623,0.42029404640197754
course-baseline-001,train KL,624,0.4059286415576935
course-baseline-001,train KL,625,0.4713559150695801
course-baseline-001,train KL,626,0.36617419123649597
course-baseline-001,train KL,627,0.4019980728626251
course-baseline-001,train KL,628,0.30291759967803955
course-baseline-001,train KL,629,0.346675843000412
course-baseline-001,train KL,630,0.27806004881858826
course-baseline-001,train KL,631,0.5615676045417786
course-baseline-001,train KL,632,0.4706049859523773
course-baseline-001,train KL,633,0.39235663414001465
course-baseline-001,train KL,634,0.38282740116119385
course-baseline-001,train KL,635,0.45407402515411377
course-baseline-001,train KL,636,0.334660142660141
course-baseline-001,train KL,637,0.4172131419181824
course-baseline-001,train KL,638,0.4435058832168579
course-baseline-001,train KL,639,0.23305171728134155
course-baseline-001,train KL,640,0.378537118434906
course-baseline-001,train KL,641,0.45421215891838074
course-baseline-001,train KL,642,0.4877479374408722
course-baseline-001,train KL,643,0.3311317265033722
course-baseline-001,train KL,644,0.5324289202690125
course-baseline-001,train KL,645,0.2556338310241699
course-baseline-001,train KL,646,0.5353012084960938
course-baseline-001,train KL,647,0.698124349117279
course-baseline-001,train KL,648,0.31587716937065125
course-baseline-001,train KL,649,0.285966157913208
course-baseline-001,train KL,650,0.49897831678390503
course-baseline-001,train KL,651,0.4475920796394348
course-baseline-001,train KL,652,0.36242711544036865
course-baseline-001,train KL,653,0.6157249808311462
course-baseline-001,train KL,654,0.5463030338287354
course-baseline-001,train KL,655,0.8842239379882812
course-baseline-001,train KL,656,0.37034517526626587
course-baseline-001,train KL,657,0.4545682370662689
course-baseline-001,train KL,658,0.2637282609939575
course-baseline-001,train KL,659,0.3904438614845276
course-baseline-001,train KL,660,0.4625701308250427
course-baseline-001,train KL,661,0.40796664357185364
course-baseline-001,train KL,662,0.6212810277938843
course-baseline-001,train KL,663,0.3417099714279175
course-baseline-001,train KL,664,0.416785329580307
course-baseline-001,train KL,665,0.5246052145957947
course-baseline-001,train KL,666,0.6197459697723389
course-baseline-001,train KL,667,0.4554280936717987
course-baseline-001,train KL,668,0.42418479919433594
course-baseline-001,train KL,669,0.46588456630706787
course-baseline-001,train KL,670,0.6408289670944214
course-baseline-001,train KL,671,0.4917057156562805
course-baseline-001,train KL,672,0.2932213246822357
course-baseline-001,train KL,673,0.37868207693099976
course-baseline-001,train KL,674,0.40643957257270813
course-baseline-001,train KL,675,1.001733660697937
course-baseline-001,train KL,676,0.2716064155101776
course-baseline-001,train KL,677,0.5819800496101379
course-baseline-001,train KL,678,0.5139353275299072
course-baseline-001,train KL,679,0.4080350995063782
course-baseline-001,train KL,680,0.7144343256950378
course-baseline-001,train KL,681,0.5284602046012878
course-baseline-001,train KL,682,0.45399340987205505
course-baseline-001,train KL,683,0.31843942403793335
course-baseline-001,train KL,684,0.4622019827365875
course-baseline-001,train KL,685,0.5569796562194824
course-baseline-001,train KL,686,0.491488516330719
course-baseline-001,train KL,687,0.5648363828659058
course-baseline-001,train KL,688,0.5299797654151917
course-baseline-001,train KL,689,0.40965011715888977
course-baseline-001,train KL,690,0.5359683632850647
course-baseline-001,train KL,691,0.6703136563301086
course-baseline-001,train KL,692,0.43104177713394165
course-baseline-001,train KL,693,0.7165685892105103
course-baseline-001,train KL,694,0.3822803199291229
course-baseline-001,train KL,695,0.6503634452819824
course-baseline-001,train KL,696,0.5410094857215881
course-baseline-001,train KL,697,0.40072348713874817
course-baseline-001,train KL,698,0.41595304012298584
course-baseline-001,train KL,699,0.5362637639045715
course-baseline-001,train KL,700,0.5098474621772766
course-baseline-001,train KL,701,0.5474545359611511
course-baseline-001,train KL,702,0.859778106212616
course-baseline-001,train KL,703,0.4624662399291992
course-baseline-001,train KL,704,0.33303844928741455
course-baseline-001,train KL,705,0.5815171599388123
course-baseline-001,train KL,706,0.40571534633636475
course-baseline-001,train KL,707,0.46879488229751587
course-baseline-001,train KL,708,0.374044269323349
course-baseline-001,train KL,709,0.33948278427124023
course-baseline-001,train KL,710,0.40741509199142456
course-baseline-001,train KL,711,0.512245237827301
course-baseline-001,train KL,712,0.5427176356315613
course-baseline-001,train KL,713,0.6226743459701538
course-baseline-001,train KL,714,0.505271315574646
course-baseline-001,train KL,715,0.6796754598617554
course-baseline-001,train KL,716,0.6730280518531799
course-baseline-001,train KL,717,0.4838819205760956
course-baseline-001,train KL,718,0.5850520133972168
course-baseline-001,train KL,719,0.548279881477356
course-baseline-001,train KL,720,0.5630616545677185
course-baseline-001,train KL,721,0.37493324279785156
course-baseline-001,train KL,722,0.6750664710998535
course-baseline-001,train KL,723,0.36450713872909546
course-baseline-001,train KL,724,0.4438679814338684
course-baseline-001,train KL,725,0.5425505042076111
course-baseline-001,train KL,726,0.4962805509567261
course-baseline-001,train KL,727,0.5454016327857971
course-baseline-001,train KL,728,0.4302089214324951
course-baseline-001,train KL,729,0.5865755081176758
course-baseline-001,train KL,730,0.32818588614463806
