eval_advantage_std,eval_all_correct_group_rate,eval_all_wrong_group_rate,eval_check_answer,eval_check_numbers,eval_completion_length,eval_empty_response_rate,eval_extracted_none_rate,eval_format_accuracy,eval_frac_reward_zero_std,eval_has_solution_end_rate,eval_kl,eval_loss,eval_match_format_approx,eval_match_format_exact,eval_numeric_exact_rate,eval_numeric_partial_rate,eval_pg_clipfrac,eval_reward_mean,eval_reward_score,eval_reward_std,jax_orbax_write_gbytes,jax_orbax_write_gbytes_per_sec,step,train_advantage_std,train_all_correct_group_rate,train_all_wrong_group_rate,train_check_answer,train_check_numbers,train_completion_length,train_empty_response_rate,train_extracted_none_rate,train_format_accuracy,train_frac_reward_zero_std,train_has_solution_end_rate,train_kl,train_loss,train_match_format_approx,train_match_format_exact,train_numeric_exact_rate,train_numeric_partial_rate,train_pg_clipfrac,train_reward_mean,train_reward_score,train_reward_std
,,,,,,,,,,,,,,,,,,,,,,,1285,0.0,1.0,0.0,0.0,1.5,194.0,0.0,0.0,0.0,1.0,0.0,0.7751121520996094,0.06623142957687378,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1286,0.0,0.0,1.0,0.0,0.0,150.5,0.0,0.0,0.0,1.0,0.0,0.8647050261497498,0.06968101114034653,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1287,0.0,1.0,0.0,0.0,1.5,143.5,0.0,0.0,0.0,1.0,0.0,0.5896151661872864,0.04714246466755867,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1288,0.7071064710617065,0.0,0.0,0.0,0.75,492.0,0.0,0.5,0.0,0.0,0.0,0.8861923813819885,0.07039906829595566,0.5,0.0,0.5,0.5,0.0,0.3125,1.25,1.75
,,,,,,,,,,,,,,,,,,,,,,,1289,0.0,0.0,1.0,0.0,0.0,186.0,0.0,0.0,0.0,1.0,0.0,0.2145339399576187,0.029334595426917076,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1290,0.0,0.0,1.0,0.0,0.0,192.5,0.0,0.0,0.0,1.0,0.0,0.5633875727653503,0.046777352690696716,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1291,0.7071061134338379,0.0,0.0,0.0,0.75,189.0,0.0,0.0,0.0,0.0,0.0,0.8898236155509949,0.07202064245939255,1.5,0.0,0.5,0.5,0.0,0.5625,2.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1292,0.7071065902709961,0.0,0.0,1.0,0.75,260.0,0.0,0.0,1.0,0.0,1.0,0.6825045347213745,0.0543568916618824,2.5,3.0,0.5,0.5,0.0,1.8125,7.25,2.75
,,,,,,,,,,,,,,,,,,,,,,,1293,0.7071064710617065,0.0,1.0,-0.5,0.0,295.5,0.0,0.0,0.5,0.0,0.5,0.5938207507133484,0.049079760909080505,2.0,1.5,0.0,0.0,0.0,0.75,3.0,1.5
,,,,,,,,,,,,,,,,,,,,,,,1294,0.7071065902709961,0.0,0.0,1.25,0.75,212.0,0.0,0.0,1.0,0.0,1.0,0.6089258790016174,0.048581577837467194,2.5,3.0,0.5,0.5,0.0,1.875,7.5,2.5
,,,,,,,,,,,,,,,,,,,,,,,1295,0.7071061134338379,0.0,0.0,0.0,0.75,253.5,0.0,0.0,0.0,0.0,0.0,0.8034743666648865,0.06538703292608261,1.5,0.0,0.5,0.5,0.0,0.5625,2.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1296,0.0,0.0,1.0,0.0,0.0,184.0,0.0,0.0,0.0,1.0,0.0,0.7028223276138306,0.057318031787872314,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1297,0.7071061134338379,0.0,0.0,-0.5,0.75,290.5,0.0,0.0,0.5,0.0,0.5,0.944958508014679,0.07559160143136978,2.0,1.5,0.5,0.5,0.0,0.9375,3.75,0.75
,,,,,,,,,,,,,,,,,,,,,,,1298,0.7071057558059692,1.0,0.0,0.0,1.5,369.0,0.0,0.0,0.0,0.0,0.5,0.5794187188148499,0.04601990059018135,-1.0,0.0,1.0,1.0,0.0,0.125,0.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,1299,0.7071066498756409,0.0,0.0,1.5,0.75,531.0,0.0,0.5,0.5,0.0,1.0,0.3760277330875397,0.030148806050419807,1.5,1.5,0.5,0.5,0.0,1.3125,5.25,4.75
,,,,,,,,,,,,,,,,,,,,,,,1300,0.7071066498756409,0.0,0.0,1.5,0.75,230.5,0.0,0.0,0.5,0.0,0.5,0.348804235458374,0.0274815633893013,2.0,1.5,0.5,0.5,0.0,1.4375,5.75,4.25
,,,,,,,,,,,,,,,,,,,,,,,1301,0.7071061134338379,0.0,0.0,-0.5,0.75,254.0,0.0,0.0,0.5,0.0,0.5,0.6631695628166199,0.05317448452115059,2.0,1.5,0.5,0.5,0.0,0.9375,3.75,0.75
,,,,,,,,,,,,,,,,,,,,,,,1302,0.0,0.0,1.0,-0.5,0.0,264.5,0.0,0.0,1.0,1.0,1.0,0.6486111283302307,0.05225592106580734,2.5,3.0,0.0,0.0,0.0,1.25,5.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1303,0.0,0.0,1.0,0.0,0.0,259.0,0.0,0.0,0.0,1.0,0.0,0.7481825947761536,0.06001311168074608,1.5,0.0,0.0,0.5,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1304,0.0,0.0,1.0,0.0,0.0,768.0,0.0,1.0,0.0,1.0,0.0,0.3414662480354309,0.027940945699810982,-0.5,0.0,0.0,0.0,0.0,-0.125,-0.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1305,0.7071066498756409,1.0,0.0,1.5,1.5,189.5,0.0,0.0,0.5,0.0,0.5,0.37378793954849243,0.02990303374826908,2.0,1.5,1.0,1.0,0.0,1.625,6.5,3.5
,,,,,,,,,,,,,,,,,,,,,,,1306,0.0,0.0,1.0,-1.0,0.0,301.5,0.0,0.0,1.0,1.0,1.0,0.7042835354804993,0.057400528341531754,2.5,3.0,0.0,0.0,0.0,1.125,4.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1307,0.7071062922477722,0.0,1.0,0.0,0.0,189.5,0.0,0.5,0.0,0.0,0.0,0.44181719422340393,0.03551527112722397,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1308,0.0,1.0,0.0,0.0,1.5,306.0,0.0,0.0,0.0,1.0,0.0,0.6147814393043518,0.04904469475150108,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1309,0.0,0.0,1.0,0.0,0.0,228.5,0.0,0.0,0.0,1.0,0.0,0.524823784828186,0.04183393344283104,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1310,0.0,0.0,1.0,0.0,0.0,363.0,0.0,1.0,0.0,1.0,0.0,0.6217966079711914,0.05105052888393402,-0.5,0.0,0.0,0.0,0.0,-0.125,-0.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1311,0.0,0.0,1.0,0.0,0.0,177.0,0.0,0.0,0.0,1.0,0.0,0.4137018322944641,0.033258505165576935,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1312,0.7071061134338379,0.0,0.0,-0.5,0.75,178.0,0.0,0.0,0.5,0.0,0.5,1.161829948425293,0.09199964255094528,2.0,1.5,0.5,0.5,0.0,0.9375,3.75,0.75
,,,,,,,,,,,,,,,,,,,,,,,1313,0.7071062922477722,0.0,1.0,0.0,0.0,444.5,0.0,0.5,0.0,0.0,0.0,0.9917783737182617,0.07960942387580872,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1314,0.0,1.0,0.0,0.0,1.5,191.5,0.0,0.0,0.0,1.0,0.0,0.3086898922920227,0.03224861994385719,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1315,0.0,0.0,1.0,0.0,0.0,200.5,0.0,0.0,0.0,1.0,0.0,0.6832295656204224,0.05458201467990875,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1316,0.0,0.0,1.0,0.0,0.0,230.5,0.0,0.0,0.0,1.0,0.0,0.7457015514373779,0.05952976271510124,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1317,0.707106351852417,0.0,0.0,0.0,0.75,333.5,0.0,0.5,0.0,0.0,0.0,0.7184068560600281,0.05724789574742317,1.0,0.0,0.5,0.5,0.0,0.4375,1.75,1.25
,,,,,,,,,,,,,,,,,,,,,,,1318,0.7071062922477722,0.0,1.0,0.0,0.0,261.5,0.0,0.0,0.0,0.0,0.5,0.546714723110199,0.043739236891269684,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1319,0.7071065306663513,0.0,1.0,-0.25,0.0,213.0,0.0,0.5,0.5,0.0,0.5,0.473369300365448,0.03773318603634834,1.5,1.5,0.0,0.0,0.0,0.6875,2.75,2.25
,,,,,,,,,,,,,,,,,,,,,,,1320,0.0,1.0,0.0,0.0,1.5,274.0,0.0,0.0,0.0,1.0,0.0,0.6936765313148499,0.055612288415431976,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1321,0.7071064710617065,0.0,1.0,-0.25,0.0,217.5,0.0,0.0,0.5,0.0,0.5,0.5166551470756531,0.04317660257220268,2.0,1.5,0.0,0.0,0.0,0.8125,3.25,1.75
,,,,,,,,,,,,,,,,,,,,,,,1322,0.7071065902709961,0.0,1.0,0.125,0.0,226.5,0.0,0.5,0.5,0.0,0.5,0.6816129088401794,0.05790695548057556,1.5,1.5,0.0,0.0,0.0,0.78125,3.125,2.625
,,,,,,,,,,,,,,,,,,,,,,,1323,0.7071062922477722,0.0,1.0,0.0,0.0,221.0,0.0,0.5,0.0,0.0,0.0,0.5751967430114746,0.047834839671850204,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1324,0.707106351852417,0.0,0.0,0.0,0.75,164.0,0.0,0.0,0.0,0.0,0.5,0.5805273652076721,0.04505205526947975,1.0,0.0,0.5,0.5,0.0,0.4375,1.75,1.25
,,,,,,,,,,,,,,,,,,,,,,,1325,0.0,1.0,0.0,0.0,1.5,221.0,0.0,0.0,0.0,1.0,0.0,0.753172755241394,0.06360521912574768,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1326,0.7071064710617065,0.0,0.0,0.0,0.75,213.5,0.0,0.5,0.0,0.0,0.5,0.3362293243408203,0.025637950748205185,-1.5,0.0,0.5,0.5,0.0,-0.1875,-0.75,1.75
,,,,,,,,,,,,,,,,,,,,,,,1327,0.0,1.0,0.0,0.0,1.5,194.5,0.0,0.0,0.0,1.0,0.0,0.432180792093277,0.034234244376420975,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1328,0.7071066498756409,0.0,0.0,1.5,0.75,211.0,0.0,0.0,0.5,0.0,0.5,0.6123319268226624,0.049049295485019684,2.0,1.5,0.5,0.5,0.0,1.4375,5.75,4.25
,,,,,,,,,,,,,,,,,,,,,,,1329,0.7071061134338379,0.0,0.0,-0.5,0.75,453.0,0.0,0.0,0.5,0.0,0.5,0.49699217081069946,0.03974534571170807,2.0,1.5,0.5,0.5,0.0,0.9375,3.75,0.75
,,,,,,,,,,,,,,,,,,,,,,,1330,0.7071061134338379,0.0,1.0,-0.25,0.0,231.5,0.0,0.0,1.0,0.0,1.0,0.46628719568252563,0.04192548245191574,2.5,3.0,0.0,0.5,0.0,1.3125,5.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1331,0.7071062922477722,0.0,1.0,0.0,0.0,493.0,0.0,0.5,0.0,0.0,0.0,0.4039815366268158,0.031226567924022675,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1332,0.7071066498756409,0.0,0.0,1.5,0.75,205.5,0.0,0.0,0.5,0.0,0.5,0.3702009916305542,0.03209925442934036,2.0,1.5,0.5,0.5,0.0,1.4375,5.75,4.25
,,,,,,,,,,,,,,,,,,,,,,,1333,0.7071067094802856,0.0,0.0,1.5,0.75,306.5,0.0,0.5,0.5,0.0,0.5,0.5620499849319458,0.045088525861501694,1.0,1.5,0.5,0.5,0.0,1.1875,4.75,5.25
,,,,,,,,,,,,,,,,,,,,,,,1334,0.0,1.0,0.0,3.0,1.5,191.5,0.0,0.0,1.0,1.0,1.0,0.4991667568683624,0.04730566218495369,2.5,3.0,1.0,1.0,0.0,2.5,10.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1335,0.7071065902709961,0.0,0.0,1.0,0.75,428.5,0.0,0.0,1.0,0.0,1.0,0.6789569854736328,0.055123746395111084,2.5,3.0,0.5,0.5,0.0,1.8125,7.25,2.75
,,,,,,,,,,,,,,,,,,,,,,,1336,0.7071064710617065,0.0,1.0,-0.5,0.0,391.5,0.0,0.0,0.5,0.0,0.5,0.4031401574611664,0.033805087208747864,2.0,1.5,0.0,0.0,0.0,0.75,3.0,1.5
,,,,,,,,,,,,,,,,,,,,,,,1337,0.0,0.0,1.0,-1.0,0.0,475.5,0.0,0.0,1.0,1.0,1.0,0.40261930227279663,0.037042200565338135,2.5,3.0,0.0,0.0,0.0,1.125,4.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1338,0.0,0.0,1.0,-1.0,0.0,272.5,0.0,0.0,1.0,1.0,1.0,0.4263193905353546,0.039498597383499146,2.5,3.0,0.0,0.0,0.0,1.125,4.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1339,0.707106351852417,0.0,0.0,-0.5,0.75,317.0,0.0,0.0,0.5,0.0,1.0,0.5098010301589966,0.041759002953767776,0.5,1.5,0.5,0.5,0.0,0.5625,2.25,1.25
,,,,,,,,,,,,,,,,,,,,,,,1340,0.7071065306663513,0.0,0.0,1.625,0.75,205.0,0.0,0.0,1.0,0.0,1.0,0.2467804253101349,0.021350421011447906,1.5,3.0,0.5,0.5,0.0,1.71875,6.875,2.125
,,,,,,,,,,,,,,,,,,,,,,,1341,0.7071065902709961,0.0,1.0,-0.5,0.0,234.5,0.0,0.0,0.5,0.0,1.0,0.5435054898262024,0.04165589436888695,1.0,1.5,0.0,0.0,0.0,0.5,2.0,2.5
,,,,,,,,,,,,,,,,,,,,,,,1342,0.0,0.0,1.0,0.0,0.0,207.0,0.0,0.0,0.0,1.0,0.0,0.35335418581962585,0.028541915118694305,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1343,0.7071065902709961,0.0,0.0,1.25,0.75,295.0,0.0,0.0,1.0,0.0,1.0,0.5358831882476807,0.04345758259296417,2.5,3.0,0.5,0.5,0.0,1.875,7.5,2.5
0.46321141719818115,0.20053476095199585,0.51871657371521,0.32653743028640747,0.5113636255264282,318.5454406738281,0.0,0.16844919323921204,0.5080214142799377,0.3449198007583618,0.5588235259056091,0.48403191566467285,0.03880862519145012,1.557486653327942,1.5240641832351685,0.34090909361839294,0.3703208565711975,0.0,0.9798629879951477,3.919451951980591,1.4495320320129395,,,1344,0.0,0.0,1.0,0.0,0.0,183.0,0.0,0.0,0.0,1.0,0.0,0.426888108253479,0.03392685949802399,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1345,0.0,0.0,1.0,-1.0,0.0,123.5,0.0,0.0,1.0,1.0,1.0,0.6087099313735962,0.049057118594646454,2.5,3.0,0.0,0.0,0.0,1.125,4.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1346,0.0,1.0,0.0,3.0,1.5,263.5,0.0,0.0,1.0,1.0,1.0,0.5862525105476379,0.046785224229097366,2.5,3.0,1.0,1.0,0.0,2.5,10.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1347,0.0,0.0,1.0,-1.0,0.0,283.0,0.0,0.0,1.0,1.0,1.0,0.6361345052719116,0.050812140107154846,2.5,3.0,0.0,0.0,0.0,1.125,4.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1348,0.0,1.0,0.0,0.0,1.5,122.0,0.0,0.0,0.0,1.0,0.0,0.7036688327789307,0.05670120194554329,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1349,0.0,1.0,0.0,3.0,1.5,210.0,0.0,0.0,1.0,1.0,1.0,0.8948341012001038,0.06620614975690842,2.5,3.0,1.0,1.0,0.0,2.5,10.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1350,0.0,1.0,0.0,0.0,1.5,216.5,0.0,0.0,0.0,1.0,0.0,0.5169468522071838,0.04136231914162636,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1351,0.7071065902709961,0.0,1.0,-0.5,0.0,224.5,0.0,0.5,0.5,0.0,0.5,0.7913692593574524,0.05992599204182625,1.0,1.5,0.0,0.0,0.0,0.5,2.0,2.5
,,,,,,,,,,,,,,,,,,,,,,,1352,0.0,0.0,1.0,0.0,0.0,500.0,0.0,1.0,0.0,1.0,0.0,0.687450110912323,0.0544605553150177,-0.5,0.0,0.0,0.0,0.0,-0.125,-0.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1353,0.7071066498756409,0.0,0.0,1.5,0.75,317.5,0.0,0.0,0.5,0.0,0.5,0.2880561351776123,0.02383551560342312,2.0,1.5,0.5,0.5,0.0,1.4375,5.75,4.25
,,,,,,,,,,,,,,,,,,,,,,,1354,0.7071061134338379,0.0,0.0,0.0,0.75,220.5,0.0,0.0,0.0,0.0,0.0,0.4673933982849121,0.03924635797739029,1.5,0.0,0.5,0.5,0.0,0.5625,2.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1355,0.7071065902709961,0.0,1.0,-0.5,0.0,614.5,0.0,0.5,0.5,0.0,0.5,0.7481529712677002,0.06019454076886177,1.0,1.5,0.0,0.0,0.0,0.5,2.0,2.5
,,,,,,,,,,,,,,,,,,,,,,,1356,0.0,0.0,1.0,0.0,0.0,217.0,0.0,0.0,0.0,1.0,0.0,0.38127538561820984,0.030837200582027435,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1357,0.7071066498756409,1.0,0.0,1.5,1.5,236.0,0.0,0.0,0.5,0.0,0.5,0.4689503312110901,0.03569852188229561,2.0,1.5,1.0,1.0,0.0,1.625,6.5,3.5
,,,,,,,,,,,,,,,,,,,,,,,1358,0.0,1.0,0.0,0.0,1.5,155.5,0.0,0.0,0.0,1.0,0.0,0.5077528357505798,0.04068512097001076,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1359,0.7071065902709961,0.0,1.0,-0.5,0.0,512.5,0.0,0.5,0.5,0.0,0.5,0.6076622605323792,0.048455704003572464,1.0,1.5,0.0,0.0,0.0,0.5,2.0,2.5
,,,,,,,,,,,,,,,,,,,,,,,1360,0.7071062922477722,0.0,1.0,0.0,0.0,533.0,0.0,0.5,0.0,0.0,0.0,0.3637700378894806,0.03475407510995865,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1361,0.7071062922477722,0.0,1.0,0.0,0.0,171.5,0.0,0.5,0.0,0.0,0.0,0.4419710040092468,0.042197417467832565,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1362,0.7071061134338379,0.0,0.0,0.0,0.75,231.5,0.0,0.0,0.0,0.0,0.0,0.6106481552124023,0.048761818557977676,1.5,0.0,0.5,0.5,0.0,0.5625,2.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1363,0.7071065306663513,0.0,1.0,0.0,0.0,483.0,0.0,0.5,0.0,0.0,0.0,0.6960411071777344,0.05773503705859184,-0.5,0.0,0.0,0.0,0.0,-0.125,-0.5,2.0
,,,,,,,,,,,,,,,,,,,,,,,1364,0.7071061134338379,0.0,0.0,0.0,0.75,221.0,0.0,0.0,0.0,0.0,1.0,0.3899250626564026,0.03567409887909889,-0.5,0.0,0.5,1.0,0.0,0.0625,0.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1365,0.7071065902709961,0.0,1.0,-0.5,0.0,599.5,0.0,0.5,0.5,0.0,0.5,0.5502492785453796,0.043108489364385605,1.0,1.5,0.0,0.0,0.0,0.5,2.0,2.5
,,,,,,,,,,,,,,,,,,,,,,,1366,0.707106351852417,1.0,0.0,1.75,1.5,368.5,0.0,0.0,1.0,0.0,1.0,0.36782094836235046,0.03241371735930443,2.5,3.0,1.0,1.0,0.0,2.1875,8.75,1.25
,,,,,,,,,,,,,,,,,,,,,,,1367,0.7071061134338379,0.0,0.0,0.0,0.75,211.5,0.0,0.0,0.0,0.0,0.0,0.5885688662528992,0.04729539528489113,1.5,0.0,0.5,0.5,0.0,0.5625,2.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1368,0.0,1.0,0.0,0.0,1.5,213.0,0.0,0.0,0.0,1.0,0.0,0.7796589136123657,0.06074942648410797,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1369,0.7071064710617065,0.0,1.0,-0.25,0.0,139.0,0.0,0.0,0.5,0.0,0.5,0.5484929084777832,0.04395999014377594,2.0,1.5,0.0,0.0,0.0,0.8125,3.25,1.75
,,,,,,,,,,,,,,,,,,,,,,,1370,0.7071061134338379,0.0,0.0,0.0,0.75,164.5,0.0,0.0,0.0,0.0,0.0,1.174344539642334,0.09351325035095215,1.5,0.0,0.5,0.5,0.0,0.5625,2.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1371,0.7071062922477722,0.0,1.0,0.0,0.0,414.0,0.0,0.5,0.0,0.0,0.0,0.6515102982521057,0.05088776350021362,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1372,0.7071064710617065,0.0,0.0,0.0,0.75,411.5,0.0,0.5,0.0,0.0,0.0,0.49612024426460266,0.041592150926589966,0.5,0.0,0.5,0.5,0.0,0.3125,1.25,1.75
,,,,,,,,,,,,,,,,,,,,,,,1373,0.0,1.0,0.0,3.0,1.5,289.0,0.0,0.0,1.0,1.0,1.0,0.3636685013771057,0.031206736341118813,2.5,3.0,1.0,1.0,0.0,2.5,10.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1374,0.0,1.0,0.0,0.0,1.5,298.0,0.0,0.0,0.0,1.0,0.0,0.4389124810695648,0.03588252142071724,1.5,0.0,1.0,1.0,0.0,0.75,3.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,1375,0.7071065306663513,0.0,1.0,-0.5,0.0,226.5,0.0,0.0,0.5,0.0,0.5,0.5516311526298523,0.04359438642859459,1.5,1.5,0.0,0.0,0.0,0.625,2.5,2.0
,,,,,,,,,,,,,,,,,,,,,,,1376,0.7071064710617065,0.0,0.0,0.25,0.75,229.5,0.0,0.0,0.5,0.0,0.5,0.4687926471233368,0.03680398315191269,2.0,1.5,0.5,1.0,0.0,1.125,4.5,1.5
,,,,,,,,,,,,,,,,,,,,,,,1377,0.7071065902709961,0.0,1.0,-0.5,0.0,488.5,0.0,0.5,0.5,0.0,0.5,0.5078008770942688,0.03991285338997841,1.0,1.5,0.0,0.0,0.0,0.5,2.0,2.5
,,,,,,,,,,,,,,,,,,,,,,,1378,0.7071064710617065,0.0,0.0,0.0,0.75,206.0,0.0,0.5,0.0,0.0,0.0,0.41231322288513184,0.03988367319107056,0.5,0.0,0.5,0.5,0.0,0.3125,1.25,1.75
,,,,,,,,,,,,,,,,,,,,,,,1379,0.7071061134338379,0.0,0.0,0.0,0.75,212.5,0.0,0.0,0.0,0.0,0.0,0.8354813456535339,0.06767129898071289,1.5,0.0,0.5,0.5,0.0,0.5625,2.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,1380,0.0,0.0,1.0,0.0,0.0,270.5,0.0,0.0,0.0,1.0,0.0,0.7154057621955872,0.05716831237077713,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1381,0.7071064710617065,0.0,1.0,-0.5,0.0,365.5,0.0,0.0,0.5,0.0,0.5,0.646614670753479,0.05157103389501572,2.0,1.5,0.0,0.0,0.0,0.75,3.0,1.5
,,,,,,,,,,,,,,,,,,,,,,,1382,0.7071048021316528,0.0,1.0,-0.75,0.0,522.5,0.0,0.0,1.0,0.0,1.0,0.47695764899253845,0.03919902443885803,2.5,3.0,0.0,0.0,0.0,1.1875,4.75,0.25
,,,,,,,,,,,,,,,,,,,,,,,1383,0.0,0.0,1.0,0.0,0.0,362.0,0.0,0.0,0.0,1.0,0.0,0.34188905358314514,0.027394626289606094,1.5,0.0,0.0,0.0,0.0,0.375,1.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1384,0.7071064710617065,0.0,0.0,0.0,0.75,167.5,0.0,0.5,0.0,0.0,0.0,0.5727569460868835,0.04582875221967697,0.5,0.0,0.5,0.5,0.0,0.3125,1.25,1.75
,,,,,,,,,,,,,,,,,,,,,,,1385,0.7071065902709961,0.0,1.0,-0.5,0.0,364.5,0.0,0.5,0.5,0.0,0.5,0.6003861427307129,0.0480121485888958,1.0,1.5,0.0,0.0,0.0,0.5,2.0,2.5
,,,,,,,,,,,,,,,,,,,,,,,1386,0.7071067094802856,0.0,0.0,1.5,0.75,379.5,0.0,0.5,0.5,0.0,0.5,0.4799243211746216,0.03953563794493675,1.0,1.5,0.5,0.5,0.0,1.1875,4.75,5.25
,,,,,,,,,,,,,,,,,,,,,,,1387,0.7071062922477722,0.0,1.0,0.0,0.0,530.0,0.0,0.5,0.0,0.0,0.0,0.4891758859157562,0.039128392934799194,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1388,0.0,0.0,1.0,-1.0,0.0,402.5,0.0,0.0,1.0,1.0,1.0,0.27825474739074707,0.022353889420628548,2.5,3.0,0.0,0.0,0.0,1.125,4.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,1389,0.7071062922477722,0.0,1.0,0.0,0.0,206.5,0.0,0.5,0.0,0.0,0.0,0.3712822198867798,0.030684752389788628,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1390,0.7071064710617065,0.0,1.0,-0.25,0.0,158.5,0.0,0.0,0.5,0.0,0.5,0.7451688051223755,0.05959569662809372,2.0,1.5,0.0,0.0,0.0,0.8125,3.25,1.75
,,,,,,,,,,,,,,,,,,,,,,,1391,0.7071062922477722,0.0,1.0,0.0,0.0,295.5,0.0,0.5,0.0,0.0,0.0,0.8829911947250366,0.07134925574064255,0.5,0.0,0.0,0.0,0.0,0.125,0.5,1.0
,,,,,,,,,,,,,,,,,,,,,,,1392,0.7071067094802856,0.0,0.0,1.5,0.75,315.5,0.0,0.5,0.5,0.0,0.5,0.4696318209171295,0.0375567227602005,1.0,1.5,0.5,0.5,0.0,1.1875,4.75,5.25
