answer_single_number_rate,call_index,dataset_role,dense_wrong_reward_std,empty_response_rate,extracted_none_rate,fallback_guarded_wrong_reward_std,fallback_number_used_rate,fallback_numeric_exact_rate,format_accuracy,guarded_wrong_reward_std,no_close_answer_rate,numeric_exact_rate,overlong_rate_1200,overlong_rate_1600,parser_false_negative_rate,reward_format_leakage,reward_hacking_rate,reward_mean,reward_mode,reward_numeric_margin,robust_numeric_exact_rate,rows,run_id
1.0,1,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,376,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,377,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,378,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,379,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.5,380,['train' 'train'],0.0,0.0,0.5,0.375,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,4.25,baseline,9.5,0.5,2,R6_lora_r32_rollout320
1.0,381,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
1.0,382,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.5,383,['train' 'train'],0.75,0.0,0.5,0.375,0.0,0.0,0.0,1.25,0.0,0.0,0.5,0.5,0.0,,0.0,-1.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,384,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,0.0,0.0,,0.0,0.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,385,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,386,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
0.5,387,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
0.5,388,['train' 'train'],0.0,0.0,0.5,4.125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,-0.25,baseline,2.5,0.5,2,R6_lora_r32_rollout320
1.0,389,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,0.0,0.0,,0.0,0.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,390,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
1.0,391,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,,0.0,-0.25,baseline,0.5,0.5,2,R6_lora_r32_rollout320
1.0,392,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,393,['train' 'train'],2.25,0.0,0.5,1.25,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
0.0,394,['train' 'train'],0.0,0.0,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,-1.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,395,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
1.0,396,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,397,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,398,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,399,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
1.0,400,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,401,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,402,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,0.0,0.0,,0.0,0.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,403,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.5,404,['train' 'train'],0.75,0.0,0.5,0.375,0.0,0.0,0.0,1.25,0.5,0.0,0.5,0.5,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,405,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,3.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,406,['train' 'train'],0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,-0.25,baseline,2.5,0.5,2,R6_lora_r32_rollout320
1.0,407,['train' 'train'],0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
0.0,408,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,-2.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,409,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,0.0,0.0,baseline,,0.5,2,R6_lora_r32_rollout320
1.0,410,['train' 'train'],0.625,0.0,0.0,0.875,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,411,['train' 'train'],0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,-0.25,baseline,2.5,0.5,2,R6_lora_r32_rollout320
1.0,412,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.0,413,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,,0.0,-2.0,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,414,['train' 'train'],0.75,0.0,0.5,0.375,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,,0.0,-1.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,415,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,0.0,0.0,,0.0,0.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,416,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,417,['train' 'train'],0.375,0.0,0.0,0.375,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,418,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
0.5,419,['train' 'train'],0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,-0.25,baseline,2.5,0.5,2,R6_lora_r32_rollout320
1.0,420,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,421,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.0,422,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,423,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,424,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,425,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
1.0,426,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,,0.0,10.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,427,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,428,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,429,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,430,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,431,['train' 'train'],0.625,0.0,0.0,0.875,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,432,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,433,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.5,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,434,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,435,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,436,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.0,437,['train' 'train'],0.0,0.0,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,-2.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,438,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,,0.0,-0.25,baseline,2.5,0.5,2,R6_lora_r32_rollout320
1.0,439,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,440,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,441,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.5,442,['train' 'train'],0.0,0.0,0.5,4.125,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,,0.0,-0.75,baseline,3.5,0.5,2,R6_lora_r32_rollout320
0.5,443,['train' 'train'],1.375,0.0,0.5,0.375,0.0,0.0,0.0,2.125,0.0,0.0,0.5,0.5,0.0,,0.0,-1.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,444,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,445,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,2.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,446,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.5,,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,447,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,448,['train' 'train'],0.625,0.0,0.0,0.875,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.0,449,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,-2.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,450,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,451,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,452,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,453,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,454,['train' 'train'],1.5,0.0,0.0,1.75,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,455,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,456,['train' 'train'],0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,,0.0,-0.75,baseline,3.5,0.5,2,R6_lora_r32_rollout320
1.0,457,['train' 'train'],0.625,0.0,0.0,0.875,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,458,['train' 'train'],0.75,0.0,0.5,0.375,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,459,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.5,460,['train' 'train'],0.75,0.0,0.5,0.375,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,461,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,462,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,0.0,0.0,,0.0,0.5,baseline,,1.0,2,R6_lora_r32_rollout320
0.5,463,['train' 'train'],0.75,0.0,0.5,0.5,0.0,0.0,0.0,1.25,0.5,0.0,0.5,0.5,0.0,,0.0,-2.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,464,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,465,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,466,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,467,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,468,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.0,469,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,-1.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,470,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,471,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
0.5,472,['train' 'train'],0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,-0.25,baseline,2.5,0.5,2,R6_lora_r32_rollout320
1.0,473,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.0,474,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,-2.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,475,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,476,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,477,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,478,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,479,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.0,480,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,481,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.5,,0.0,1.0,0.0,0.0,0.0,,0.0,5.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,482,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,483,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,484,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.5,485,['train' 'train'],0.0,0.0,0.5,4.125,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,,0.0,-0.75,baseline,3.5,0.5,2,R6_lora_r32_rollout320
1.0,486,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,487,['train' 'train'],0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,,0.0,-0.25,baseline,0.5,0.5,2,R6_lora_r32_rollout320
1.0,488,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,489,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,490,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,2.0,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,491,['train' 'train'],0.75,0.0,0.5,0.375,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,492,['train' 'train'],0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,,0.0,-0.25,baseline,0.5,0.5,2,R6_lora_r32_rollout320
1.0,493,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,494,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,495,['train' 'train'],0.625,0.0,0.0,0.875,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,496,['train' 'train'],0.625,0.0,0.0,0.875,0.0,0.0,0.0,0.875,0.5,0.0,0.0,0.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
0.0,497,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,-1.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,498,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,499,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,500,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,501,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,0.0,0.0,,0.0,0.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,502,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
0.0,503,['train' 'train'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,504,['train' 'train'],0.625,0.0,0.0,0.875,0.0,0.0,0.0,0.875,0.0,0.0,0.5,0.0,0.0,,0.0,-0.5,baseline,,0.0,2,R6_lora_r32_rollout320
0.5,505,['train' 'train'],0.75,0.0,0.5,0.375,0.0,0.0,0.0,1.25,0.0,0.0,0.5,0.5,0.0,,0.0,-1.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,506,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,3.5,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,507,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,,0.0,9.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,508,['train' 'train'],0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.25,baseline,1.5,0.5,2,R6_lora_r32_rollout320
1.0,509,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,510,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,0.0,0.0,,0.0,0.5,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,511,['train' 'train'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,-1.0,baseline,,0.0,2,R6_lora_r32_rollout320
1.0,512,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
1.0,513,['train' 'train'],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,baseline,,1.0,2,R6_lora_r32_rollout320
